,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Daniel Utomi,3,SO,F,6-6,215,"Houston, TX",Westside High School, 16.7 Pts,5.3 Reb,1.9 Ast
1,Malcolm Duvivier,4,SR,G,6-2,205,Canada,St. Michael's College School, 14.3 Pts,2.5 Reb,3.1 Ast
2,Jimond Ivey,0,JR,G,6-4,185,"Cleveland, OH",Glenville High School, 13.1 Pts,5.7 Reb,3.5 Ast
3,Eric Parrish,20,FR,G,6-6,195,"Cypress, TX",, 8.7 Pts,4.7 Reb,1.3 Ast
4,Virshon Cotton,11,FR,G,6-1,165,"Milwaukee, WI",, 7.3 Pts,2.0 Reb,1.8 Ast
5,Torrey Patton,24,FR,G,6-4,195,"Trotwood, OH",, 3.3 Pts,3.1 Reb,0.5 Ast
6,Emmanuel Olojakpoke,22,SO,F,6-8,190,"Houston, TX",Cypress Springs High School, 6.3 Pts,4.1 Reb,0.4 Ast
7,Jaden Sayles,23,FR,F,6-9,235,"Cincinnati, OH",, 5.1 Pts,1.8 Reb,0.3 Ast
8,Mark Kostelac,44,FR,C,6-11,250,"Cleveland, OH",, 2.2 Pts,1.7 Reb,0.3 Ast
9,Lucas Smith,,,C,6-5,195,,, 1.4 Pts,2.4 Reb,0.3 Ast
10,Sina Gbadebo,14,FR,G,6-1,190,Canada,, 0.4 Pts,0.4 Reb,0.4 Ast
11,Craig Eubanks,5,SR,G,6-4,190,"Cleveland, OH",Glenville High School, 0.5 Pts,1.0 Reb,0.3 Ast
12,Marquelle McIntyre,12,,G,5-10,175,"Greensboro, NC",Greensboro Day School, 0.2 Pts,0.2 Reb,0.0 Ast
13,Eric Hester,2,,G,6-3,170,"Clearwater, FL",Oldsmar Christian Academy,,,
14,Loren Cristian Jackson,1,,G,5-8,160,"Chicago, IL",Victory Rock Prep,,,
15,Deng Riak,10,,F,6-10,225,,Victory Rock Prep HS,,,
