,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Trae Bell-Haynes,2,SR,G,6-2,170,Canada,Bill Crothers Secondary, 14.9 Pts,4.3 Reb,4.0 Ast
1,Payton Henson,35,SR,F,6-8,215,"Siloam Springs, AR",Siloam Springs, 12.4 Pts,5.6 Reb,1.6 Ast
2,Drew Urquhart,25,SR,F,6-8,219,Canada,Eastside Catholic HS, 10.8 Pts,5.3 Reb,1.6 Ast
3,Ernie Duncan,20,JR,G,6-3,192,"Evansville, IN",Evansville Harrison HS, 11.2 Pts,2.5 Reb,2.3 Ast
4,Anthony Lamb,3,SO,F,6-6,227,"Rochester, NY",Greece Athena High School, 14.1 Pts,5.1 Reb,0.9 Ast
5,Everett Duncan,21,SO,G,6-6,165,"Evansville, IN",Evansville Harrison HS, 6.4 Pts,4.3 Reb,0.4 Ast
6,Cam Ward,14,SR,G,6-2,155,"Marshall, WI",Marshall HS, 4.7 Pts,1.3 Reb,1.3 Ast
7,Stef Smith,0,FR,G,6-1,170,Canada,, 3.8 Pts,1.7 Reb,1.0 Ast
8,Nate Rohrer,44,SR,F,6-7,205,"Underhill, VT",Leland (CA), 1.7 Pts,1.3 Reb,0.4 Ast
9,Samuel Dingba,5,JR,F,6-5,200,Cameroon,Salisbury School, 2.3 Pts,1.8 Reb,0.1 Ast
10,RA Kpedi,15,,F,6-9,220,,, 2.3 Pts,2.0 Reb,0.1 Ast
11,Ben Shungu,24,FR,G,6-2,200,"Burlington, VT",, 1.2 Pts,1.0 Reb,0.5 Ast
12,Skyler Nash,1,FR,G,6-6,215,"Chicago, IL",, 1.7 Pts,0.6 Reb,0.3 Ast
13,Bailey Patella,12,,F,6-5,185,,, 0.2 Pts,0.6 Reb,0.3 Ast
14,David Urso,4,SR,G,6-2,195,"Pittsburgh, PA",Central Catholic HS, 0.0 Pts,0.2 Reb,0.4 Ast
15,Josh Speidel,32,,F,6-7,210,"Columbus, IN",,,,
