,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Zach Lofton,23,SR,G,6-4,200,"St. Paul, MN",Columbia Heights, 19.7 Pts,5.1 Reb,1.7 Ast
1,Jemerrio Jones,10,SR,F,6-5,174,"Memphis, TN",Melrose High School, 11.0 Pts,13.2 Reb,3.1 Ast
2,A.J. Harris,12,SO,G,5-9,157,"Dayton, OH",Dunbar HS, 9.6 Pts,2.0 Reb,2.9 Ast
3,Eli Chuha,22,JR,F,6-8,217,"Redlands, CA",Redlands East HS, 8.5 Pts,4.9 Reb,0.9 Ast
4,Sidy N'Dir,13,,G,6-2,185,France,West Oak Academy, 8.0 Pts,3.0 Reb,1.4 Ast
5,Johnathon Wilkins,11,SR,F,6-10,225,France,La Lumiere HS, 6.3 Pts,2.8 Reb,1.3 Ast
6,Keyon Jones,0,JR,G,6-1,207,"Dorchester, MA",, 5.1 Pts,1.7 Reb,0.6 Ast
7,Johnny McCants,35,JR,F,6-7,198,"Las Cruces, NM",, 4.1 Pts,4.3 Reb,0.4 Ast
8,Shunn Buchanan,1,SO,G,6-0,170,"Durant, MS",, 2.1 Pts,1.8 Reb,1.7 Ast
9,Gabe Hadley,3,FR,G,6-3,195,Australia,, 2.6 Pts,0.5 Reb,0.2 Ast
10,Joe Garza,15,SR,G,6-1,175,"Las Cruces, NM",Las Cruces High School, 1.7 Pts,0.4 Reb,0.2 Ast
11,Kortrijk Miles,5,FR,G,6-4,180,"Dallas, TX",, 0.8 Pts,0.5 Reb,0.1 Ast
12,Leston Gordon,24,JR,C,6-8,215,Trinidad and Tobago,, 0.5 Pts,0.6 Reb,0.2 Ast
13,Wayne Stewart,2,JR,G,6-6,185,"Philadelphia, PA",, 0.0 Pts,0.0 Reb,0.0 Ast
14,C.J. Bobbitt,,,F,6-7,225,"Harker Heights, TX",Harker Heights HS,,,
15,Robert Brown,,,F,6-9,238,,,,,
16,Jabari Rice,,,G,6-4,160,,,,,
17,JoJo Zamora,,,G,6-2,175,"Oakland, CA",Newark Memorial High School,,,
