,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Joe Chealey,13,SR,G,6-3,190,"Orlando, FL",Apopka HS, 18.5 Pts,4.7 Reb,3.6 Ast
1,Grant Riller,1,SO,G,6-3,165,"Ocoee, FL",Ocoee HS, 18.7 Pts,2.7 Reb,2.1 Ast
2,Jarrell Brantley,5,,F,6-7,235,"Columbia, SC",Notre Dame Prep HS, 17.0 Pts,7.1 Reb,1.7 Ast
3,Cameron Johnson,12,SR,G,6-4,200,"Athens, GA",Clarke Central HS, 8.8 Pts,3.4 Reb,1.8 Ast
4,Nick Harris,23,JR,F,6-10,220,"Dacula, GA",St. Pius X Catholic HS, 6.0 Pts,6.5 Reb,0.4 Ast
5,Marquise Pointer,21,JR,G,6-0,180,"Jonesboro, AR",Jonesboro Senior HS, 5.6 Pts,2.9 Reb,1.8 Ast
6,Jaylen McManus,24,SO,F,6-7,200,"Charlotte, NC",North Mecklenburg High School, 3.4 Pts,2.5 Reb,0.4 Ast
7,Evan Bailey,11,SR,F,6-6,215,"Canton, OH",Jackson HS, 2.6 Pts,1.2 Reb,0.2 Ast
8,Osinachi Smart,33,FR,F,6-8,240,Nigeria,, 1.3 Pts,2.4 Reb,0.2 Ast
9,Samba Ndiaye,40,FR,C,6-10,230,Senegal,, 0.4 Pts,1.3 Reb,0.0 Ast
10,Brevin Galloway,2,FR,G,6-3,205,"Anderson, SC",, 0.4 Pts,0.9 Reb,0.1 Ast
11,Trent Robinson,15,,G,5-11,180,,, 1.0 Pts,0.5 Reb,0.0 Ast
12,Jermaine Blackmon Jr.,22,,F,6-2,230,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,John Eck,4,,G,6-4,170,"Hilton Head Island, SC",Hilton Head Prep HS,,,
14,Erik Goldbach,10,,G,6-1,155,,Lancaster Catholic High School,,,
15,Terrance O'Donohue,15,,F,6-7,227,,Norcross,,,
