,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,David Caraher,5,FR,F,6-6,220,"Chapel Hill, NC",, 16.2 Pts,7.2 Reb,1.9 Ast
1,Ian Dubose,0,FR,G,6-3,220,"Durham, NC",, 12.5 Pts,5.5 Reb,2.0 Ast
2,Jalon Gates,22,SO,G,6-0,155,"Selma, TX",Samuel Clemens High School, 11.5 Pts,1.4 Reb,0.5 Ast
3,Braxton Bonds,30,JR,G,6-2,175,"Nashville, TN",Christ Presbyterian Academy, 10.3 Pts,5.2 Reb,5.1 Ast
4,William Gates,21,SR,G,6-0,190,"Selma, TX",Clemens, 5.7 Pts,1.3 Reb,0.5 Ast
5,Oliver Lynch-Daniels,23,FR,G,6-2,180,"Chapel Hill, NC",, 5.4 Pts,1.8 Reb,1.7 Ast
6,Edward Hardt,15,JR,C,6-10,245,"Phoenix, AZ",, 5.2 Pts,3.3 Reb,0.4 Ast
7,Josh Ibarra,44,SR,C,6-10,235,"Angleton, TX",Angleton HS, 16.0 Pts,10.0 Reb,2.4 Ast
8,Philip McKenzie,2,FR,F,6-4,185,Bahamas,, 3.2 Pts,3.3 Reb,0.5 Ast
9,Tim Myles,12,SR,F,6-6,225,"Rancho Cucamonga, CA",Etiwanda, 2.4 Pts,3.0 Reb,0.5 Ast
10,Chukuka Emili,11,JR,F,6-7,210,"New City, NY",, 1.8 Pts,2.0 Reb,0.1 Ast
11,Tyquon Jordan,10,SO,G,6-3,200,"Houston, TX",Clear Creek High School, 2.3 Pts,0.7 Reb,0.1 Ast
12,Stephen O'Suji,4,,G,5-10,190,"Houston, TX",Kinkaid, 0.8 Pts,0.7 Reb,0.5 Ast
13,Michael Saladin,25,SO,G,6-0,160,"Beaumont, TX",Hardin-Jeffersn High Schl, 0.3 Pts,0.3 Reb,0.1 Ast
14,Waseem Ali Jr.,14,FR,G,6-4,185,"Schertz, TX",, 0.0 Pts,0.7 Reb,0.0 Ast
15,Colin Just,32,,F,6-6,215,"Magnolia, DE",Magnolia West High School,,,
16,Reece Spencer,3,,G,6-4,165,,,,,
