,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Caleb Martin,10,JR,F,6-7,195,"Mocksville, NC",Oak Hill Academy (VA), 19.1 Pts,5.3 Reb,2.6 Ast
1,Jordan Caroline,24,JR,G,6-7,235,"Champaign, IL",Montverde Academy, 17.9 Pts,8.8 Reb,2.1 Ast
2,Cody Martin,11,JR,F,6-7,200,"Mocksville, NC",Oak Hill Academy (VA), 13.6 Pts,6.3 Reb,4.6 Ast
3,Kendall Stephens,21,SR,G,6-6,197,"Saint Charles, IL",St. Charles East HS, 13.2 Pts,2.0 Reb,0.6 Ast
4,Lindsey Drew,14,JR,G,6-4,180,"Encino, CA",Fairfax HS, 8.1 Pts,4.1 Reb,4.3 Ast
5,Josh Hall,33,SO,G,6-6,190,"Houston, TX",Genesis Academy, 6.3 Pts,3.8 Reb,1.5 Ast
6,Hallice Cooke,13,SR,G,6-3,190,"Union City, NJ",St. Anthony, 4.9 Pts,2.1 Reb,1.6 Ast
7,Elijah Foster,12,SR,F,6-7,240,"Seattle, WA",Rainier Beach HS, 1.8 Pts,1.6 Reb,0.3 Ast
8,Darien Williams,4,SR,F,6-8,230,"San Francisco, CA",St. John Bosco High School, 2.1 Pts,1.7 Reb,0.1 Ast
9,Charlie Tooley,1,SO,G,6-1,190,"Granite Bay, CA",Granite Bay HIigh School, 0.7 Pts,0.2 Reb,0.0 Ast
10,Justin Brent,,,G,6-2,200,,, 0.7 Pts,0.0 Reb,0.0 Ast
11,David Cunningham,,,G,6-4,195,"Sacramento, CA",Bella Vista HS, 0.5 Pts,0.0 Reb,0.0 Ast
12,Elijah Cooks,,,G,,,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,John Jones,3,FR,G,6-0,165,"Baton Rouge, LA",, 0.0 Pts,0.2 Reb,0.0 Ast
14,Ugo Amadi,20,,G,6-3,190,,,,,
15,Corey Henson,2,,G,6-3,175,"Upper Marlboro, MD",DeMatha Catholic HS,,,
16,Jazz Johnson,22,,G,5-10,195,"Portland, OR",Lake Oswego HS,,,
17,Tre'Shawn Thurman,0,,F,6-7,230,"Omaha, NE",Omaha Central,,,
18,Nisre Zouzoua,5,,G,6-2,200,"Brockton, MA",Boston Trinity HS,,,
