,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dylan Windler,3,JR,F,6-7,185,"Indianapolis, IN",Perry Meridian High School, 17.3 Pts,9.3 Reb,2.7 Ast
1,Amanze Egekeze,32,SR,F,6-8,215,"Lake In The H, IL",Huntley HS, 16.8 Pts,6.2 Reb,0.9 Ast
2,Kevin McClain,11,JR,G,6-2,180,"Jennings, FL",Hamilton County High School, 12.6 Pts,3.8 Reb,2.1 Ast
3,Austin Luke,1,SR,G,6-3,185,"Rowlett, TX",Rowlett HS, 9.2 Pts,2.9 Reb,7.5 Ast
4,Nick Hopkins,14,FR,G,5-11,155,"Fayetteville, TN",, 7.4 Pts,2.0 Reb,0.9 Ast
5,Mack Mercer,25,JR,F,6-9,220,"Plymouth, IN",Plymouth HS, 6.5 Pts,2.9 Reb,0.7 Ast
6,Tyler Hadden,41,SR,C,6-10,240,"Cincinnati, OH",St. Xavier HS, 4.2 Pts,1.8 Reb,0.3 Ast
7,Seth Adelsperger,50,SO,C,6-11,215,"Peru, IN",Peru High School, 2.6 Pts,1.7 Reb,0.2 Ast
8,Burton Sampson,21,SR,G,6-4,195,"Knoxville, TN",The Webb School, 1.5 Pts,0.9 Reb,0.5 Ast
9,Michael Benkert,24,SO,G,6-4,195,"Greenwood, IN",Center Grove HS, 0.8 Pts,0.2 Reb,0.2 Ast
10,Grayson Murphy,,,G,6-1,170,,, 4.5 Pts,1.5 Reb,1.8 Ast
11,Caleb Hollander,10,FR,F,6-8,230,"Nashville, TN",, 1.9 Pts,1.1 Reb,0.1 Ast
12,Taylor Barnette,20,,G,6-3,185,"Lexington, KY",Lexington Christian,,,
13,Evan Bradds,35,,F,6-7,205,"Jamestown, OH",Greeneview HS,,,
14,Josh Lester,31,,F,6-6,225,"Antioch, TN",Brentwood Academy,,,
15,Michael Mayernick,0,,G,5-8,150,,,,,
16,Nick Muszynski,33,,C,6-10,220,,,,,
17,Tate Pierson,20,,G,6-5,180,,,,,
18,Nick Smith,2,,F,6-8,220,"Bentonville, AR",Bentonville HS,,,
