,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kameron Chatman,0,JR,G,6-7,210,"Portland, OR",Columbia Christian HS, 17.8 Pts,8.2 Reb,2.1 Ast
1,Corey Allen,5,SO,G,6-3,214,"Ypsilanti, MI",Ypsilanti High School, 14.4 Pts,3.2 Reb,2.2 Ast
2,Josh McFolley,23,JR,G,6-0,170,"Detroit, MI",Western International High School, 11.1 Pts,2.2 Reb,1.5 Ast
3,Jermaine Jackson Jr.,1,FR,G,5-10,172,"Shelby Township, MI",, 10.5 Pts,3.0 Reb,2.7 Ast
4,Roschon Prince,2,SR,F,6-6,230,"Long Beach, CA",Long Beach Poly, 9.2 Pts,5.2 Reb,1.2 Ast
5,DeShawndre Black,4,SR,G,6-2,189,"Westland, MI",John Glenn High School, 4.6 Pts,1.8 Reb,1.8 Ast
6,Jaleel Hogan,21,SR,F,6-6,242,"Saginaw, MI",Mt. Pleasant, 7.6 Pts,3.2 Reb,0.7 Ast
7,Cole Long,11,SO,F,6-8,206,"St. John's, NF",Athlete Institute Basketball Academy, 3.8 Pts,2.6 Reb,1.4 Ast
8,Tariiq Jones,10,JR,F,6-7,200,"Detroit, MI",, 9.7 Pts,4.6 Reb,1.1 Ast
9,Jack Ballantyne,13,FR,F,6-9,240,"Shelby Township, MI",, 2.2 Pts,1.8 Reb,0.8 Ast
10,Gerald Blackshear,25,JR,F,6-8,215,"Detroit, MI",Warren Mott High School, 2.6 Pts,2.8 Reb,0.2 Ast
11,Malik Eichler,12,SO,F,7-1,233,Germany,MacDuffle School, 1.4 Pts,1.0 Reb,0.0 Ast
12,Isaiah Jones,35,SR,C,6-11,235,"Antelope, CA",, 1.5 Pts,1.4 Reb,0.1 Ast
13,Bass Ollie,20,FR,G,6-4,182,"Kalamazoo, MI",, 1.2 Pts,0.7 Reb,0.3 Ast
14,Jacob Joubert,15,,G,6-2,190,"Farmington Hills, MI",, 0.4 Pts,0.0 Reb,0.4 Ast
15,Ed Carter III,24,,G,6-1,179,"Detroit, MI",Detroid Edison Public Academy,,,
16,Musial Gjysma,55,,F,6-6,241,,,,,
