,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Reggie Dillard,14,SR,G,6-4,220,"Greensboro, NC",Greensboro Day School, 15.6 Pts,3.2 Reb,1.8 Ast
1,Davon Bell,5,SR,G,5-10,165,"Charlotte, NC",Northside Christian HS, 12.7 Pts,3.2 Reb,5.2 Ast
2,JC Younger,25,SO,G,6-4,200,"Mandeville, LA",IMG Academy, 10.3 Pts,3.8 Reb,1.1 Ast
3,Francois Lewis,15,JR,F,6-9,200,"Orlando, FL",Edgewater HS, 12.4 Pts,4.8 Reb,1.0 Ast
4,Romeo Crouch,3,FR,G,6-3,175,"Titusville, FL",, 5.4 Pts,3.8 Reb,1.1 Ast
5,Ethan Kay,32,JR,G,6-0,185,"Orange Park, FL",, 4.9 Pts,1.0 Reb,0.3 Ast
6,Armel TeTe,11,SO,C,6-9,210,"Fayetteville, NC",Northwood Temple Academy, 3.9 Pts,4.5 Reb,0.1 Ast
7,Ruben Arroyo-Felix,23,SR,F,6-8,200,Puerto Rico,Deep Run HS, 4.3 Pts,2.9 Reb,0.3 Ast
8,Jaron Withers,0,SR,G,6-4,200,"Winston-salem, NC",Fayetteville Academy, 2.4 Pts,2.5 Reb,0.8 Ast
9,Montenia Nelson,2,JR,G,6-1,180,"Kenosha, WI",, 4.7 Pts,1.7 Reb,1.0 Ast
10,Maleek Catchings,,,G,6-4,240,,, 0.9 Pts,1.1 Reb,0.0 Ast
11,Stephen Osu,12,SR,C,6-9,260,"Herndon, VA",Bishop O'Connell HS, 0.7 Pts,1.6 Reb,0.0 Ast
12,Jamie Baker,30,,G,5-11,155,,, 0.3 Pts,1.7 Reb,1.3 Ast
13,Brent Carraway,20,,G,5-8,150,"Sumter, SC",Wilson Hall, 0.0 Pts,0.0 Reb,0.0 Ast
14,Jo'Vontae Millner,21,,G,6-6,205,"Burlington, NC",Hugh M. Cummings HIgh School, 0.0 Pts,0.5 Reb,0.0 Ast
15,Ben Drake,4,,F,6-8,225,,,,,
16,Tymori Tribble,10,,G,5-9,150,,,,,
