,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,John Carroll,5,JR,F,6-8,220,Ireland,IMG Academy, 15.2 Pts,6.4 Reb,2.4 Ast
1,Jason Dunne,12,JR,G,6-3,185,"Matawan, NJ",Matawan Regional HS, 14.8 Pts,3.7 Reb,2.8 Ast
2,J.R. Lynch,13,JR,G,5-10,170,"Hoboken, NJ",St. Andrew's School, 13.4 Pts,4.3 Reb,3.8 Ast
3,Travis Weatherington,22,JR,G,6-2,215,"Palm Beach, FL",, 8.6 Pts,2.7 Reb,1.1 Ast
4,Hassan Attia,44,SR,C,6-10,270,Egypt,Colby Community College (JC), 7.5 Pts,5.0 Reb,0.6 Ast
5,George Blagojevic,4,JR,F,6-8,205,Australia,Australian Centre of Excellence, 4.5 Pts,3.7 Reb,1.2 Ast
6,Jack Hobbs,15,SR,F,6-7,190,"Anchorage, AK",South Anchorage, 4.2 Pts,3.0 Reb,0.5 Ast
7,Andrew Ramirez,11,JR,G,6-2,185,Spain,Diego Velazquez, 1.6 Pts,0.7 Reb,0.4 Ast
8,Max Twyman,20,JR,G,6-5,200,"Rye, NY",Brewster Academy, 0.6 Pts,0.7 Reb,0.2 Ast
9,Jalen Knight,3,FR,G,6-0,175,"Charlotte, NC",, 0.8 Pts,0.6 Reb,0.3 Ast
10,Ziga Habat,0,FR,G,6-4,185,Slovenia,, 0.8 Pts,0.2 Reb,0.0 Ast
11,Petr Stepanyants,45,FR,F,6-9,220,Russia,, 0.4 Pts,0.3 Reb,0.0 Ast
12,Mark Plousis,33,SR,G,6-5,180,"Havertown, PA",Cardinal O'Hara HS, 0.3 Pts,0.3 Reb,0.1 Ast
13,Nikola Colovic,10,FR,F,6-10,225,Serbia,, 0.0 Pts,0.4 Reb,0.0 Ast
14,Branislav Terzic,34,,F,6-5,185,,,,,
