,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Travis Munnings,1,JR,F,6-6,195,"Freeport, GB",Sunrise Christian Academy, 15.9 Pts,7.2 Reb,2.2 Ast
1,Sam McDaniel,30,SR,G,6-6,210,Canada,Southeastern Community College (JC), 15.7 Pts,5.7 Reb,2.2 Ast
2,Michael Ertel,2,FR,G,6-2,175,"Indianapolis, IN",, 11.4 Pts,3.3 Reb,2.5 Ast
3,Marvin Jean-Pierre,5,SR,G,6-3,190,"Pompano Beach, FL",Deerfield Beach High School, 10.7 Pts,5.0 Reb,2.3 Ast
4,Jordon Harris,23,SR,G,5-11,165,"San Antonio, TX",Lamar State College (JC), 7.4 Pts,2.2 Reb,3.1 Ast
5,Sam Alabakis,4,SO,C,6-11,220,"Perth, WA",ELEVI8 Sports Institute, 2.8 Pts,3.0 Reb,0.0 Ast
6,Brandon Newman,0,JR,G,6-0,185,"Hawthorne, CA",, 2.6 Pts,1.6 Reb,1.1 Ast
7,Roderick Taylor,15,JR,F,6-8,210,"Harker Heights, TX",Harker Heights HS, 2.1 Pts,1.6 Reb,0.4 Ast
8,Majok Deng,11,JR,F,6-10,190,Canada,, 1.9 Pts,2.2 Reb,0.2 Ast
9,Donovan Walker,3,JR,G,6-4,210,"Silver Spring, MD",, 1.4 Pts,0.3 Reb,0.4 Ast
10,Lance Richard,22,SR,G,5-10,175,"Monroe, LA",Sterlington HS, 1.4 Pts,0.1 Reb,0.4 Ast
11,Calvin Anderson,24,JR,G,6-4,190,"Freeport, GB",, 1.4 Pts,1.9 Reb,0.3 Ast
12,Wade Martin,25,,G,6-6,190,"Point Pleasant, WV",Fishburne Prep,,,
13,Daishon Smith,,,G,6-1,175,"Jacksonville, FL",Jean Ribault Senior High School,,,
