,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jaylin Walker,23,JR,G,6-1,180,"Detroit, MI",Romulus High School, 16.5 Pts,3.9 Reb,2.0 Ast
1,Kevin Zabo,55,SR,G,6-2,185,Canada,Brewster Academy (NH), 12.9 Pts,3.2 Reb,2.4 Ast
2,Adonis De La Rosa,1,,C,7-0,262,"Bronx, NY",Christ The King, 11.8 Pts,7.6 Reb,1.0 Ast
3,Jalen Avery,0,JR,G,6-0,185,"Covington, KY",Shroder Paideia Academy, 10.3 Pts,2.7 Reb,3.6 Ast
4,Danny Pippen,5,SO,F,6-9,220,"Detroit, MI",Allen Academy, 8.1 Pts,6.8 Reb,0.6 Ast
5,B.J. Duling,2,FR,F,6-7,235,"Newark, OH",, 4.8 Pts,2.6 Reb,0.5 Ast
6,Desmond Ridenour,32,SR,G,6-2,185,"Cleveland, OH",Benedictine, 3.9 Pts,2.0 Reb,0.6 Ast
7,Mitch Peterson,13,SO,G,6-5,190,"Richfield, OH",Walsh Jesuit High School, 3.5 Pts,3.3 Reb,0.7 Ast
8,Akiean Frederick,3,JR,F,6-9,231,"Columbus, OH",, 2.8 Pts,1.9 Reb,0.3 Ast
9,Taishaun Johnson,4,JR,G,6-0,165,"Indianapolis, IN",Quakerdale Prep/Pike, 2.6 Pts,1.8 Reb,0.6 Ast
10,Johnathan Nwankwo,33,SO,F,6-9,245,"Bronx, NY",Victory Rock Prep HS, 0.6 Pts,0.4 Reb,0.0 Ast
11,Ryan Bernstein,15,JR,G,6-0,175,"Bronx, NY",Marianapolis Prep, 0.3 Pts,0.4 Reb,0.2 Ast
12,PJ Grant,20,,G,6-3,188,,,,,
13,Kain Harris,11,,G,6-4,210,"Chicago, IL",St. Rita of Cascia HS,,,
14,Chris Johnson,14,,F,6-6,207,,,,,
15,Philip Whittington,25,,F,6-8,227,"Columbus, GA",Northside HS,,,
