,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Shavar Newkirk,1,SR,G,6-0,170,"New York, NY",Cardinal Hayes HS, 17.4 Pts,4.3 Reb,3.9 Ast
1,James Demery,25,SR,F,6-6,186,"Williamston, NC",Northside Christian Academy, 16.9 Pts,5.5 Reb,1.1 Ast
2,Taylor Funk,33,FR,F,6-9,225,"Lancaster, PA",, 11.8 Pts,4.9 Reb,1.3 Ast
3,Chris Clover,15,JR,G,6-3,212,"Philadelphia, PA",St. Joseph's Prep HS, 8.2 Pts,3.3 Reb,1.1 Ast
4,Nick Robinson,5,SO,G,6-6,201,"Chicago, IL",Kenwood Academy, 7.7 Pts,5.2 Reb,2.5 Ast
5,Pierfrancesco Oliva,24,SO,F,6-8,207,Italy,Bergen Catholic HS, 6.6 Pts,6.8 Reb,3.0 Ast
6,Anthony Longpr�,12,,F,6-10,240,,, 4.3 Pts,2.9 Reb,1.0 Ast
7,Lorenzo Edwards,22,SO,F,6-7,222,"Lake Forest, IL",Lake Forest High School, 1.7 Pts,2.1 Reb,0.2 Ast
8,Jai Williams,32,SR,F,6-9,262,"Philadelphia, PA",Philadelphia Electrical & Technical Charter, 1.4 Pts,0.4 Reb,0.0 Ast
9,Markell Lodge,23,,F,6-7,195,"Washington, NC",Pace Academy, 0.7 Pts,0.7 Reb,0.0 Ast
10,Lamarr Kimble,0,JR,G,6-0,197,"Philadelphia, PA",Neumann-Goretti HS, 10.0 Pts,1.0 Reb,2.0 Ast
11,Gerald Blount,10,,F,6-6,220,"Suwanee, GA",Pomfret School, 1.3 Pts,1.0 Reb,0.0 Ast
12,Mike Booth,3,SR,G,6-3,193,"Thornton, PA",Bishop Shanahan HS, 0.4 Pts,0.3 Reb,0.3 Ast
13,Kyle Thompson,21,SR,G,6-2,191,"Mount Laurel, NJ",St. Joseph's Prep, 0.3 Pts,0.1 Reb,0.0 Ast
14,Toliver Freeman,11,,G,6-3,213,"Baton Rouge, LA",Catholic HIgh School, 0.0 Pts,0.4 Reb,0.0 Ast
15,Christian Vega,13,,G,6-0,170,Puerto Rico,Colegio San Jose (PR), 0.0 Pts,0.0 Reb,0.3 Ast
16,Charlie Brown,2,,F,6-7,192,"Philadelphia, PA",St. Thomas More Prep,,,
17,Mike Muggeo,20,,G,6-3,210,,,,,
