,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Junior Etou,0,SR,F,6-7,230,Democratic Republic of the Congo,Bishop O'Connell, 15.0 Pts,7.9 Reb,1.5 Ast
1,Sterling Taplin,4,JR,G,6-1,189,"East Amherst, NY",St. Thomas More (CT), 11.8 Pts,3.7 Reb,4.4 Ast
2,Corey Henderson,32,SR,G,6-6,173,"Dallas, TX",Episcopal School of Dallas, 10.5 Pts,2.2 Reb,1.2 Ast
3,Martins Igbanu,1,SO,F,6-8,240,Nigeria,Covenant Christian Academy, 9.4 Pts,5.1 Reb,0.5 Ast
4,DaQuan Jeffries,2,,F,6-5,201,"Edmond, OK",Santa Fe HS, 9.7 Pts,4.9 Reb,0.8 Ast
5,Curran Scott,10,SO,G,6-3,193,"Edmond, OK",Edmond Memorial HS, 5.9 Pts,2.1 Reb,0.7 Ast
6,Jaleel Wheeler,13,SR,G,6-4,195,"Newark, NJ",St. George's School, 4.5 Pts,3.6 Reb,0.7 Ast
7,Elijah Joiner,3,FR,G,6-3,205,"Chicago, IL",, 3.8 Pts,2.1 Reb,2.0 Ast
8,Lawson Korita,5,SO,G,6-5,207,"Little Rock, AR",Pulaski Academy, 2.8 Pts,1.5 Reb,0.6 Ast
9,Geno Artison,35,JR,F,6-9,202,"Seattle, WA",Benjamin Franklin High School, 2.2 Pts,2.2 Reb,0.4 Ast
10,Darien Jackson,11,FR,G,6-2,188,"Overland Park, KS",, 0.8 Pts,0.4 Reb,0.2 Ast
11,Alex Foree,34,,F,6-5,202,"Fort Smith, AR",Southside High School, 0.7 Pts,0.3 Reb,0.0 Ast
12,Jeriah Horne,41,,F,6-7,219,"Overland Park, KS",The Barstow School,,,
