,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dachon Burke,11,SO,G,6-4,180,"Orange, NJ",Coastal Academy, 17.6 Pts,5.8 Reb,2.5 Ast
1,Koby Thomas,10,FR,F,6-6,190,"Philadelphia, PA",, 12.0 Pts,6.9 Reb,0.6 Ast
2,Matty McConnell,23,JR,G,6-2,195,"Oakdale, PA",Chartiers Valley HS, 10.8 Pts,4.4 Reb,2.8 Ast
3,Jon Williams,1,FR,G,6-1,175,"Akron, OH",, 6.7 Pts,2.2 Reb,3.5 Ast
4,Leondre Washington,3,FR,G,6-0,175,"Englewood, NJ",, 8.5 Pts,2.0 Reb,2.1 Ast
5,Charles Bain,20,FR,F,6-8,200,"Freeport, GB",, 5.3 Pts,2.9 Reb,0.3 Ast
6,Chris Coalmon,24,FR,F,6-9,225,"North Babylon, NY",, 3.4 Pts,1.5 Reb,0.3 Ast
7,Ronnie Gombe,22,SR,F,6-8,230,Kenya,Maseno School, 3.6 Pts,3.6 Reb,0.0 Ast
8,Malik Petteway,5,JR,F,6-8,240,"Waterbury, CT",, 6.2 Pts,6.2 Reb,0.2 Ast
9,David Cole,2,FR,F,6-7,230,"Corona, NY",, 2.3 Pts,1.6 Reb,0.1 Ast
10,Seth Rouse,13,,F,6-3,205,"Pittsburgh, PA",Kiski School, 1.3 Pts,1.2 Reb,0.0 Ast
11,Taevon Ashmeade,4,JR,G,6-4,185,"Bronx, NY",, 1.3 Pts,0.3 Reb,1.0 Ast
12,Nick Castelveter,12,,G,5-11,180,,, 0.0 Pts,1.0 Reb,0.0 Ast
13,Josh Williams,0,,G,6-2,195,"Akron, OH",St. Vincent St. Mary High School,,,
14,Xavier Williams,25,,F,6-9,225,"Fairfield, AL",Central Park Christian,,,
