,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jeremiah Martin,3,JR,G,6-2,175,"Memphis, TN",Mitchell HS, 18.9 Pts,4.2 Reb,3.8 Ast
1,Kyvon Davenport,0,JR,F,6-8,210,"Gainesville, GA",, 13.3 Pts,6.1 Reb,0.8 Ast
2,Kareem Brewton Jr.,5,JR,G,6-3,190,"Claxton, GA",, 9.1 Pts,2.7 Reb,2.4 Ast
3,Mike Parks Jr.,10,JR,F,6-9,270,"Cleveland, OH",, 8.1 Pts,4.5 Reb,0.6 Ast
4,Jamal Johnson,1,FR,G,6-0,170,"Birmingham, AL",, 6.9 Pts,3.3 Reb,1.0 Ast
5,Jimario Rivers,2,SR,G,6-8,195,"Clarksville, TN",Kenwood High School, 6.9 Pts,3.6 Reb,1.9 Ast
6,Raynere Thornton,4,JR,F,6-7,235,"Marietta, GA",, 5.4 Pts,3.9 Reb,1.2 Ast
7,David Nickelberry,15,FR,G,6-8,210,"Orlando, FL",, 2.8 Pts,1.7 Reb,0.9 Ast
8,Malik Rhodes,11,JR,G,6-2,180,"Cincinnati, OH",, 2.5 Pts,0.4 Reb,1.2 Ast
9,Victor Enoh,12,FR,F,6-8,250,"Decatur, GA",, 1.6 Pts,1.6 Reb,0.2 Ast
10,Karim Sameh Azab,23,,F,6-11,290,Egypt,, 1.0 Pts,0.7 Reb,0.3 Ast
11,Jesse Johnson,31,,F,6-7,220,"Memphis, TN",, 0.0 Pts,0.0 Reb,0.0 Ast
12,Alex Moffatt,32,,F,6-5,223,"Somerville, TN",Fayette Academy, 0.0 Pts,0.0 Reb,0.0 Ast
13,Evin Olds,14,,G,6-0,155,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Nathan Stewart,20,,G,6-3,168,,,,,
15,Kytrel Williams,30,,G,6-3,207,"Memphis, TN",,,,
