,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Shannon Bogues,5,JR,G,6-2,185,"Killeen, TX",, 15.4 Pts,2.4 Reb,1.4 Ast
1,Kevon Harris,1,SO,G,6-6,215,"Ellenwood, GA",DME Academy, 14.6 Pts,5.4 Reb,1.3 Ast
2,T.J. Holyfield,22,JR,F,6-7,210,"Albuquerque, NM",Elev8 Sports Institute (FL), 13.0 Pts,6.4 Reb,0.9 Ast
3,Leon Gilmore,3,SR,F,6-7,210,"Houston, TX",Manvel, 9.3 Pts,4.9 Reb,1.3 Ast
4,Ivan Canete,11,SR,G,6-4,185,"Lake Worth, FL",Grandview Prep, 9.4 Pts,2.9 Reb,3.0 Ast
5,Ty Charles,4,SR,G,6-5,190,"Kennedale, TX",Kennedale HS, 8.0 Pts,4.7 Reb,1.6 Ast
6,John Comeaux,10,SO,G,5-11,185,"Beaumont, TX",, 4.4 Pts,2.0 Reb,1.6 Ast
7,Aaron Augustin,0,SO,G,5-11,175,"Suwanee, GA",Peachtree Ridge High School, 4.2 Pts,2.0 Reb,3.4 Ast
8,Samuli Nieminen,24,SO,F,6-7,220,Finland,Helsinkin Basketball Academy, 2.7 Pts,1.5 Reb,0.2 Ast
9,Nathan Bain,23,,F,6-6,200,Bahamas,Sunrise Christian Academy (KS), 2.0 Pts,0.8 Reb,0.3 Ast
10,Jovan Grujic,32,JR,C,7-0,225,Serbia,Kent School, 1.5 Pts,1.1 Reb,0.0 Ast
11,Stefon Fisher,12,FR,F,6-7,235,"Hyattsville, MD",, 2.5 Pts,1.2 Reb,0.4 Ast
12,Cameron Mack,2,,G,6-3,165,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,Dallas Cameron,12,,G,6-3,180,,Blanche Ely HS,,,
14,Rance Cole,15,,G,5-11,165,,,,,
15,Josh Huntley,5,,F,6-7,220,,Deerfield Beach High School,,,
16,Harrison Perkins,20,,G,6-4,200,,,,,
17,Khiorie Stewart,35,,G,6-3,190,,Broad Run High School,,,
