,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Nick King,5,SR,F,6-7,220,"Memphis, TN",East, 21.1 Pts,8.4 Reb,1.9 Ast
1,Giddy Potts,20,SR,G,6-2,220,"Athens, AL",Athens, 13.0 Pts,4.4 Reb,1.8 Ast
2,Brandon Walters,1,SR,F,6-10,265,"Chattanooga, TN",Howard School of Academics and Technology, 10.5 Pts,5.3 Reb,0.6 Ast
3,Antwain Johnson,2,JR,G,6-2,193,"Greenwood, FL",Malone High School, 10.2 Pts,1.9 Reb,1.8 Ast
4,Tyrik Dixon,0,SO,G,6-1,187,"Bentonville, AR",Southwest Christian Academy, 5.0 Pts,3.1 Reb,3.3 Ast
5,David Simmons,21,JR,G,6-5,220,"Henderson, KY",, 4.7 Pts,2.6 Reb,1.6 Ast
6,Karl Gamble,25,JR,F,6-9,220,"Columbia, SC",A.C. Flora High School, 3.9 Pts,3.2 Reb,0.2 Ast
7,Edward Simpson,11,SR,G,6-2,190,"Ocean Springs, MS",St. Martin, 2.5 Pts,1.6 Reb,1.5 Ast
8,James Hawthorne,4,JR,F,6-7,205,"Prentiss, MS",, 2.3 Pts,1.3 Reb,0.3 Ast
9,Donovan Sims,3,FR,G,6-0,165,"Murfreesboro, TN",, 1.5 Pts,1.1 Reb,1.3 Ast
10,Therren Shelton-Szmidt,12,FR,G,6-5,190,"Mississauga, AB",, 1.4 Pts,0.8 Reb,0.3 Ast
11,Davion Thomas,35,FR,F,6-9,201,"Columbus, GA",, 1.0 Pts,0.3 Reb,0.0 Ast
12,Chase Miller,14,SO,G,6-0,181,"Dallas, TX",The June Shelton School, 0.4 Pts,0.0 Reb,0.0 Ast
13,TJ Massenburg,15,,F,6-8,220,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Will Slatten,10,FR,G,6-4,166,"Sparta, TN",Moore County High School, 0.0 Pts,1.0 Reb,0.0 Ast
15,Antonio Green,,,G,6-2,180,"Tupelo, MS",Tupelo HS,,,
