,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jhivvan Jackson,2,FR,G,6-0,160,Puerto Rico,, 18.4 Pts,3.2 Reb,1.8 Ast
1,Deon Lyle,1,JR,G,6-5,190,"Hastings, NE",, 11.3 Pts,3.6 Reb,0.4 Ast
2,Keaton Wallace,22,FR,G,6-3,170,"Dallas, TX",, 11.2 Pts,3.0 Reb,2.7 Ast
3,Nick Allen,25,JR,F,6-7,205,"Surprise, AZ",Willow Canyon HS, 8.7 Pts,5.1 Reb,0.9 Ast
4,Giovanni De Nicolao,5,SO,G,6-3,175,Italy,I.I.S.I. Newton School, 8.3 Pts,3.3 Reb,3.5 Ast
5,George Willborn III,35,SO,G,6-3,180,"Chicago, IL",De La Salle Institute, 7.8 Pts,4.3 Reb,1.2 Ast
6,Byron Frohnen,3,SO,F,6-5,205,"Las Vegas, NV",Bishop Gorman High School, 7.5 Pts,7.4 Reb,2.1 Ast
7,Austin Karrer,11,SR,G,6-3,175,"New Braunfels, TX",Canyon HS, 2.5 Pts,3.3 Reb,1.0 Ast
8,Kendell Ramlal,31,SR,F,6-7,217,"Houston, TX",Episcopal, 2.7 Pts,2.6 Reb,0.1 Ast
9,Toby Van Ry,41,JR,F,6-10,180,"Fort Collins, CO",Fort Collins HS, 1.8 Pts,2.2 Reb,0.6 Ast
10,Mitar Stanojevic,10,SO,F,6-7,210,Serbia,Creating Young Minds Academy, 2.2 Pts,1.3 Reb,0.6 Ast
11,James Ringholt,32,SR,C,6-10,215,Australia,Brisbane Boys' College, 1.6 Pts,0.9 Reb,0.1 Ast
12,Adrian Rodriguez,15,FR,F,6-7,235,"Tulsa, OK",, 10.0 Pts,8.0 Reb,1.0 Ast
13,Kyle Massie,4,JR,G,5-10,160,"Helotes, TX",O'connor High School, 0.6 Pts,0.2 Reb,0.3 Ast
14,Dante Buford,21,,F,6-7,220,"Greenville, SC",Arlington Country Day School (FL),,,
