,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Bryce Canda,0,SR,G,6-4,200,"Portland, OR",Grant Hill School, 14.0 Pts,6.0 Reb,2.5 Ast
1,Deontae North,3,SR,G,6-4,190,"Corona, CA",Centennial, 21.1 Pts,4.9 Reb,2.4 Ast
2,Holland Woods,23,FR,G,6-0,170,"Phoenix, AZ",, 10.7 Pts,2.7 Reb,5.6 Ast
3,Ryan Edwards,44,SR,C,7-1,294,"Kalispell, MT",Glacier HS, 9.5 Pts,3.9 Reb,0.5 Ast
4,Brandon Hollins,22,SR,F,6-6,200,"St. Louis, MO",Jennings High School, 9.9 Pts,7.6 Reb,0.7 Ast
5,Michael Mayhew,2,JR,G,6-2,195,"Flower Mound, TX",Marcus High School, 8.2 Pts,2.4 Reb,1.5 Ast
6,Deante Strickland,11,JR,G,5-10,175,"Portland, OR",, 7.4 Pts,2.2 Reb,2.6 Ast
7,Traylin Farris,5,SR,C,6-8,225,"Pearland, TX",Manvel, 6.0 Pts,3.5 Reb,0.6 Ast
8,Jamie Orme,13,JR,F,6-7,200,"Seattle, WA",, 4.0 Pts,3.1 Reb,0.3 Ast
9,Derek Brown,25,,G,6-0,170,,, 5.1 Pts,1.7 Reb,1.1 Ast
10,Braxton Tucker,15,,F,6-6,220,"Tacoma, WA",Spanaway Lake, 5.1 Pts,1.7 Reb,0.1 Ast
11,Brendan Rumel,4,SO,F,6-10,235,"Tucson, AZ",Rincon High School, 4.8 Pts,2.3 Reb,0.0 Ast
12,Vonte Carter,30,JR,G,6-2,170,"Portland, OR",, 3.0 Pts,0.6 Reb,0.0 Ast
13,Devyn Wilson,10,JR,G,6-3,175,"Brooklyn, NY",, 1.6 Pts,1.0 Reb,0.3 Ast
14,Tyrell Henderson,1,,G,6-3,180,"Tempe, AZ",Corona del Sol High School,,,
