,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dexter McClanahan,22,JR,G,6-4,180,"Stockbridge, GA",Woodland HS, 15.6 Pts,4.2 Reb,1.9 Ast
1,Alante Fenner,14,SR,G,6-5,180,"Lake Wales, FL",Lake Wales, 14.0 Pts,4.6 Reb,2.4 Ast
2,Javaris Jenkins,5,SR,F,6-5,200,"Deerfield Beach, FL",Deerfield Beach HS, 10.5 Pts,3.9 Reb,1.1 Ast
3,Zach Sellers,3,SO,G,6-1,175,"Cheraw, SC",Cheraw High School, 10.3 Pts,3.2 Reb,3.8 Ast
4,Austin Dassent,1,SR,G,6-3,190,"Charlotte, NC",Myers Park High School, 8.8 Pts,3.4 Reb,1.7 Ast
5,Ty'Lik Evans,55,,G,5-7,175,,, 8.3 Pts,3.2 Reb,2.6 Ast
6,Jahir Cabeza,30,SR,G,6-5,190,Panama,Lovejoy HIgh School, 6.1 Pts,3.0 Reb,0.8 Ast
7,Ralueke Orizu,2,FR,F,6-8,180,"Austell, GA",, 3.9 Pts,3.1 Reb,0.2 Ast
8,John Grant Jr.,4,JR,F,6-6,208,"Baltimore, MD",, 3.6 Pts,1.2 Reb,0.2 Ast
9,Isaiah Felder,15,JR,G,5-11,175,"Orangeburg, SC",Orangeburg Wilkerson HS, 2.7 Pts,0.8 Reb,0.8 Ast
10,Maricus Glenn,10,SR,C,6-10,235,"Greensboro, GA",, 1.8 Pts,2.1 Reb,0.4 Ast
11,Khalen Pinkett,50,JR,G,6-2,180,"Decatur, GA",Norcross HS, 1.5 Pts,0.9 Reb,0.7 Ast
12,Jahlin Smith,12,JR,F,6-7,180,"Barnwell, SC",, 3.4 Pts,3.6 Reb,0.2 Ast
13,Juwan Grant,24,SR,F,6-6,215,"Baltimore, MD",, 2.2 Pts,1.0 Reb,0.1 Ast
14,Chris Dubose,32,FR,G,6-4,185,"Stockbridge, GA",, 1.7 Pts,0.3 Reb,0.0 Ast
15,Trey Christopher,,,G,6-1,175,,, 2.0 Pts,0.8 Reb,0.5 Ast
16,Joshua Floyd,11,,G,6-4,195,"Miramar, FL",Blanche Ely HIgh School,,,
