,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tyler Davis,34,JR,C,6-10,265,"Plano, TX",Plano West HS, 14.5 Pts,8.8 Reb,1.3 Ast
1,Admon Gilder,3,JR,G,6-3,186,"Dallas, TX",Madison HS, 12.2 Pts,4.2 Reb,2.6 Ast
2,DJ Hogg,1,JR,F,6-8,216,"Plano, TX",Plano West HS, 11.3 Pts,5.2 Reb,2.6 Ast
3,Robert Williams,44,SO,F,6-9,237,"Vivian, LA",North Caddo Magnet High School, 10.3 Pts,9.0 Reb,1.4 Ast
4,TJ Starks,2,FR,G,6-2,196,"Lancaster, TX",, 9.6 Pts,2.0 Reb,2.0 Ast
5,Tonny Trocha-Morelos,10,SR,C,6-10,221,Colombia,Mayor Jose Celestino Mutis, 6.9 Pts,4.5 Reb,1.2 Ast
6,Duane Wilson,13,SR,G,6-2,185,"Milwaukee, WI",Dominican HS, 9.0 Pts,2.1 Reb,4.0 Ast
7,Savion Flagg,5,FR,G,6-7,217,"Alvin, TX",, 4.3 Pts,3.6 Reb,0.7 Ast
8,Jay Jay Chandler,0,FR,G,6-4,180,"Katy, TX",, 3.7 Pts,1.1 Reb,0.7 Ast
9,JJ Caldwell,4,,G,6-1,184,"Houston, TX",, 2.9 Pts,1.9 Reb,2.6 Ast
10,Chris Collins,12,JR,G,6-2,180,"Friendswood, TX",Friendswood HS, 1.7 Pts,1.1 Reb,0.1 Ast
11,Isiah Jasey,15,FR,F,6-10,248,"Killeen, TX",, 0.5 Pts,0.5 Reb,0.0 Ast
12,Cameron Alo,33,,G,5-9,167,,, 0.0 Pts,0.0 Reb,0.5 Ast
13,Frank Byers,22,JR,G,5-10,168,"Dallas, TX",South Oak Cliff HS, 0.0 Pts,0.3 Reb,0.0 Ast
14,Mark French,11,SO,G,5-8,150,"Plano, TX",Prestonwood Christian Academy, 0.0 Pts,0.0 Reb,0.0 Ast
15,Josh Nebo,32,,F,6-9,242,"Houston, TX",Cypress Lakes HS,,,
16,John Walker III,24,,F,6-9,170,,,,,
