,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jermaine Crumpton,2,SR,F,6-6,240,"Niagara Falls, NY",Niagara Falls HS, 17.1 Pts,5.4 Reb,1.6 Ast
1,Isaiah Reese,13,SO,G,6-5,185,"Miami, FL",DME Academy, 16.7 Pts,5.8 Reb,4.7 Ast
2,Takal Molson,15,FR,G,6-5,205,"Buffalo, NY",, 12.6 Pts,5.0 Reb,2.5 Ast
3,Malik Johnson,1,SO,G,5-10,155,"Richmond, VA",Blue Ridge High School, 7.7 Pts,3.3 Reb,4.7 Ast
4,Jonathan Sanks,3,JR,G,6-4,180,"Warner Robins, GA",Berkmar HS, 5.5 Pts,1.5 Reb,1.0 Ast
5,Spencer Foley,14,SO,G,6-7,190,"Chicago, IL",Commonwealth Academy, 5.7 Pts,1.6 Reb,0.8 Ast
6,Selvedin Planincic,10,SR,C,6-11,210,Canada,Athlete Institute Basketball Academy, 4.7 Pts,2.9 Reb,0.8 Ast
7,Jibreel Faulkner,22,,F,6-8,200,"Washington, DC",Roosevelt Senior High School, 5.8 Pts,2.3 Reb,0.9 Ast
8,Marcale Lotts,11,JR,F,6-8,230,"New Orleans, LA",, 1.9 Pts,1.9 Reb,0.2 Ast
9,Jalanni White,4,FR,F,6-7,185,"New Haven, CT",, 2.3 Pts,1.7 Reb,0.3 Ast
10,Scott Hitchon,21,FR,F,6-8,215,Canada,, 1.7 Pts,1.2 Reb,0.2 Ast
11,D.J. Heath,5,FR,G,6-0,180,"Anniston, AL",, 0.6 Pts,0.4 Reb,0.2 Ast
12,Shaquille Evans,,,G,6-5,218,,, 0.0 Pts,0.5 Reb,0.0 Ast
13,Dantai St. Louis,23,,F,6-8,235,Canada,Orangeville High School, 0.0 Pts,0.0 Reb,0.0 Ast
