,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Chimezie Metu,4,JR,F,6-11,215,"Lawndale, CA",Lawndale HS, 15.7 Pts,7.4 Reb,1.6 Ast
1,Jordan McLaughlin,11,SR,G,6-1,170,"Etiwanda, CA",Etiwanda HS, 12.4 Pts,3.8 Reb,7.5 Ast
2,Elijah Stewart,30,SR,G,6-5,180,"Deridder, LA",Westchester HS, 11.1 Pts,3.0 Reb,1.3 Ast
3,Bennie Boatwright,25,JR,F,6-10,220,"Mission Hills, CA",Village Christian HS, 13.6 Pts,6.4 Reb,2.0 Ast
4,Jonah Mathews,2,SO,G,6-3,185,"Santa Monica, CA",Santa Monica HIgh School, 9.5 Pts,2.6 Reb,0.9 Ast
5,Nick Rakocevic,31,SO,F,6-11,215,"Chicago, IL",St. Joseph HIgh School, 7.6 Pts,5.7 Reb,0.5 Ast
6,Shaqquan Aaron,0,JR,G,6-7,170,"Seattle, WA",Ranier Beach, 4.4 Pts,1.9 Reb,0.8 Ast
7,Jordan Usher,1,FR,G,6-7,,"Canton, GA",, 4.3 Pts,2.0 Reb,1.0 Ast
8,Derryck Thornton,5,SO,G,6-2,175,"Los Angeles, CA",Findlay Prep (NV), 3.7 Pts,1.4 Reb,1.3 Ast
9,"Charles O'Bannon, Jr.",13,,G,6-6,,,, 1.3 Pts,0.6 Reb,0.1 Ast
10,Victor Uyaelunmo,34,FR,F,6-11,,"Miami, FL",, 1.2 Pts,0.7 Reb,0.1 Ast
11,Harrison Henderson,3,SO,F,6-10,220,"Dallas, TX",South Grand Prairie High School, 0.4 Pts,0.5 Reb,0.0 Ast
12,Devin Fleming,12,JR,G,6-2,180,"Moreno Valley, CA",Valley View High School, 0.7 Pts,0.7 Reb,0.0 Ast
13,Kurt Karis,21,SR,G,6-1,190,"Northbrook, IL",Glenbrook North, 0.2 Pts,0.3 Reb,0.0 Ast
14,De'Anthony Melton,22,,G,6-4,190,"North Hollywood, CA",Crespi Carmelite HIgh School,,,
