,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Zane Martin,0,SO,G,6-4,205,"Philadelphia, PA",Nemann-Goretti High School, 19.8 Pts,3.5 Reb,2.7 Ast
1,Mike Morsell,23,SR,G,6-5,190,"Fort Washington, MD",Saint John's College HS, 14.0 Pts,4.2 Reb,0.9 Ast
2,Justin Gorham,4,SO,F,6-7,215,"Baltimore, MD",Calvert Hall College High School, 9.8 Pts,6.7 Reb,0.8 Ast
3,Eddie Keith,33,SR,G,6-5,220,"Orlando, FL",Edgewater, 8.8 Pts,4.9 Reb,2.1 Ast
4,Brian Starr,22,SR,G,6-3,190,"Kansas City, MO",Fort Osage High School, 8.2 Pts,2.6 Reb,2.6 Ast
5,Deshaun Morman,3,SR,G,6-3,190,"Richmond, VA",Faith Baptist Christian (FL), 7.8 Pts,2.8 Reb,1.5 Ast
6,Jordan McNeil,2,JR,G,6-5,185,"Baltimore, MD",Mount St. Joseph HS, 4.7 Pts,1.6 Reb,0.8 Ast
7,Dennis Tunstall,11,SO,F,6-8,205,"Willingboro, NJ",Life Center Academy, 2.7 Pts,4.1 Reb,0.3 Ast
8,Alex Thomas,44,JR,F,6-9,220,"Hawthorne, NJ",Coastal Academy, 2.7 Pts,3.9 Reb,0.4 Ast
9,Travis Ingram,1,FR,G,6-3,177,"Suffolk, VA",, 1.5 Pts,1.7 Reb,0.7 Ast
10,Jeffrey Prophete,5,FR,G,6-2,185,"Sunrise, FL",, 0.2 Pts,0.3 Reb,0.5 Ast
11,Van Rolle,12,SR,G,6-1,170,"Edgewood, MD",Edgewood, 0.3 Pts,0.1 Reb,0.4 Ast
12,Quinton Drayton,13,,G,6-5,190,,,,,
13,Nakye Sanders,20,,F,6-8,235,"Staten Island, NY",Tottenville HS,,,
