,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Emmanuel Nzekwesi,23,SO,F,6-8,230,"Trophy Club, TX",Byron Nelson High School, 12.7 Pts,7.2 Reb,1.7 Ast
1,Albert Owens,44,SR,C,6-9,260,"Cedar Hill, TX",Trinity Christian HS, 11.5 Pts,4.2 Reb,0.7 Ast
2,Javan White,25,SO,F,6-9,205,"Ames, IA",Ames HS, 10.2 Pts,9.0 Reb,1.3 Ast
3,Sam Kearns,10,SO,G,6-0,190,"San Antonio, TX",, 10.2 Pts,2.4 Reb,4.1 Ast
4,Austin Ruder,2,SR,G,6-3,190,"Nixa, MO",Nixa HS, 10.9 Pts,3.0 Reb,2.3 Ast
5,R.J. Fuqua,24,FR,G,5-11,170,"Tulsa, OK",, 8.0 Pts,2.7 Reb,2.9 Ast
6,Chris Miller,52,SO,F,6-7,247,"Tulsa, OK",Booker T. Washington High School, 5.9 Pts,2.4 Reb,0.2 Ast
7,Jontray Harris,3,JR,G,6-4,180,"Austin, TX",John H. Reagan High School, 5.9 Pts,4.2 Reb,1.6 Ast
8,Emir Ahmedic,33,FR,F,6-8,250,Bosnia and Herzegovina,, 2.2 Pts,1.2 Reb,0.1 Ast
9,Kellen Manek,32,FR,F,6-7,227,"Harrah, OK",Harrah High School, 2.4 Pts,1.1 Reb,0.3 Ast
10,Spencer Sutton,20,FR,G,6-4,215,"Tulsa, OK",, 1.3 Pts,0.4 Reb,0.4 Ast
11,James Conley,1,JR,G,6-3,170,"Derby, KS",, 0.0 Pts,1.5 Reb,3.0 Ast
12,Josiah Showman,14,,G,6-5,210,,,,,
