,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Rodrick Sikes,14,JR,G,6-1,155,"Ocean Springs, MS",, 18.7 Pts,3.1 Reb,0.8 Ast
1,Josh Ajayi,33,SO,F,6-7,260,"El Monte, CA",Cheshire Academy, 12.9 Pts,6.6 Reb,1.0 Ast
2,Herb McGee,1,SO,G,6-1,195,"Reserve, LA",Riverside Academy, 8.3 Pts,2.7 Reb,3.0 Ast
3,Trhae Mitchell,42,SO,F,6-6,184,"Austell, GA",Pebblebrok High School, 7.0 Pts,6.0 Reb,2.5 Ast
4,Jordan Andrews,25,SO,G,6-5,180,"Abita Springs, LA",, 6.2 Pts,1.6 Reb,0.9 Ast
5,Nick Davis,21,SR,F,6-5,180,"Mount Vernon, AL",McIntosh, 5.6 Pts,5.7 Reb,1.0 Ast
6,Dederick Lee,5,SR,G,6-2,165,"Clarksville, AR",Clarksville, 3.5 Pts,1.7 Reb,2.2 Ast
7,Kevin Morris,3,SO,F,6-8,265,"Dothan, AL",Dothan High School, 3.4 Pts,2.6 Reb,0.1 Ast
8,John Pettway,11,FR,G,6-1,180,"Safford, AL",, 3.2 Pts,1.1 Reb,0.9 Ast
9,Joe Thompson,0,FR,F,6-7,211,"Kenner, LA",, 2.7 Pts,2.6 Reb,0.2 Ast
10,Rozelle Nix,34,SR,F,6-11,300,"Cincinnati, OH",Withrow High School, 2.3 Pts,1.9 Reb,0.2 Ast
11,AJ Caldwell,4,FR,G,6-4,190,"Sarasota, FL",, 1.0 Pts,1.0 Reb,0.5 Ast
12,Devin Epps,13,SR,G,5-10,160,"Murfreesboro, TN",Murfreesboro-Oakland HS, 0.1 Pts,0.1 Reb,0.1 Ast
13,Ethan Haslam,30,SO,G,6-4,182,"Lithia, FL",Academy at the Lakes, 0.1 Pts,0.4 Reb,0.0 Ast
14,A.J. Campbell,4,,G,6-4,190,,,,,
15,R.J. Kelly,12,,F,6-5,183,,,,,
