,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jairus Lyles,10,SR,G,6-2,175,"Silver Spring, MD",DeMatha Catholic, 20.2 Pts,5.6 Reb,3.5 Ast
1,Joe Sherburne,13,JR,F,6-6,210,"Whitefish Bay, WI",Whitefish Bay HS, 10.9 Pts,3.9 Reb,1.9 Ast
2,K.J. Maura,11,SR,G,5-7,150,Puerto Rico,Arlington Country Day, 11.4 Pts,2.2 Reb,5.2 Ast
3,Arkel Lamar,33,SO,F,6-5,210,"Bridgeport, CT",St. Thomas More Prep, 10.5 Pts,5.8 Reb,1.1 Ast
4,Jourdan Grant,5,SR,G,6-2,180,"Bowie, MD",Archbishop Spalding HS, 7.6 Pts,2.3 Reb,2.6 Ast
5,Max Curran,56,SO,F,6-9,190,"Hooksett, NH",Notre Dame Preparatory, 4.8 Pts,3.2 Reb,0.2 Ast
6,Daniel Akin,30,FR,F,6-9,215,United Kingdom,, 3.6 Pts,3.4 Reb,0.3 Ast
7,Brandon Horvath,12,FR,F,6-9,200,"West River, MD",, 3.4 Pts,2.1 Reb,0.4 Ast
8,Nolan Gerrity,35,JR,C,6-10,225,"Cleveland, OH",Barea-Midpark HS, 3.0 Pts,3.2 Reb,0.7 Ast
9,Max Portmann,34,JR,F,6-7,220,"Wichita Falls, TX",, 4.3 Pts,2.0 Reb,0.2 Ast
10,Ishmail Jabbie,4,JR,G,6-3,170,"Bowie, MD",Eleanor Roosevelt HS, 2.5 Pts,1.2 Reb,0.4 Ast
11,Josh Rosario,1,FR,G,6-2,205,"Miami, FL",, 1.6 Pts,0.5 Reb,0.7 Ast
12,David Park,25,,G,6-5,215,"Wheeling, WV",, 0.5 Pts,0.0 Reb,0.0 Ast
13,Isiah Rogers,,,G,5-1,180,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Sam Schwietz,21,,C,6-9,235,"Frisco, TX",Johnson Ferry Christian Academy (GA), 0.0 Pts,0.0 Reb,0.0 Ast
