,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Cortez Edwards,1,JR,G,6-2,170,"Kissimmee, FL",Osceola HS, 16.6 Pts,6.3 Reb,2.9 Ast
1,Tyree Griffin,5,JR,G,5-10,165,"New Orleans, LA",Landry-Walker HS, 15.0 Pts,4.1 Reb,5.9 Ast
2,Dominic Magee,0,JR,G,6-3,177,"Harvey, LA",, 11.7 Pts,6.6 Reb,1.5 Ast
3,Kevin Holland,20,JR,G,6-1,175,"Tuscaloosa, AL",Paul W. Bryant HS, 6.8 Pts,1.9 Reb,1.4 Ast
4,Eddie Davis,15,JR,F,6-7,248,"Las Vegas, NV",Centennial, 5.0 Pts,2.1 Reb,0.5 Ast
5,D'Angelo Richardson,2,,G,5-9,168,"Vicksburg, MS",Vicksburg HIgh School, 4.6 Pts,1.4 Reb,1.7 Ast
6,LaDavius Draine,11,FR,G,6-4,215,"Calhoun City, MS",, 5.5 Pts,2.2 Reb,0.3 Ast
7,Tim Rowe,12,SO,F,6-11,220,"Lilburn, GA",Mount Zion Prep HS, 4.2 Pts,2.7 Reb,0.4 Ast
8,Anfernee Hampton,21,JR,G,6-5,170,"Jackson, MS",, 4.2 Pts,1.9 Reb,0.3 Ast
9,Clay Weatherspoon,30,SO,G,6-2,195,"Jackson, MS",Ridgeland High School, 0.4 Pts,0.8 Reb,0.0 Ast
10,Josh Conley,10,SO,G,6-7,185,"Inglewood, CA",Sound Doctrine Christian Academy, 0.3 Pts,0.7 Reb,0.3 Ast
11,Rodney Gill,3,JR,G,6-3,193,"Theodore, AL",, 0.0 Pts,0.4 Reb,0.4 Ast
12,Christian Clark,4,,G,6-0,175,"Hattiesburg, MS",Hattiesburg High School,,,
13,Leonard Harper-Baker,32,,F,6-5,205,,,,,
