,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tremont Waters,3,FR,G,5-11,167,"New Haven, CT",, 16.0 Pts,3.4 Reb,5.9 Ast
1,Duop Reath,1,SR,F,6-10,235,"Perth, WA",Lee College, 12.2 Pts,5.2 Reb,0.7 Ast
2,Skylar Mays,4,SO,G,6-4,205,"Baton Rouge, LA",Louisiana State University Laboratory School, 11.2 Pts,4.1 Reb,3.1 Ast
3,Aaron Epps,21,SR,F,6-9,203,"Ball, LA",Tioga HS, 9.5 Pts,5.6 Reb,0.4 Ast
4,Daryl Edwards,5,JR,G,6-3,165,"FRESNO, CA",, 6.9 Pts,1.5 Reb,1.3 Ast
5,Brandon Sampson,0,JR,G,6-5,175,"Baton Rouge, LA",Madison Prep HS, 7.6 Pts,2.6 Reb,0.9 Ast
6,Wayde Sims,44,SO,F,6-6,222,"Baton Rouge, LA",Louisiana State University Laboratory School, 5.8 Pts,3.0 Reb,0.4 Ast
7,Randy Onwuasor,14,SR,G,6-3,190,"Inglewood, CA",Inglewood, 4.5 Pts,2.0 Reb,0.9 Ast
8,Brandon Rachal,2,FR,G,6-5,215,"Natchitoches, LA",, 4.4 Pts,3.3 Reb,0.7 Ast
9,Jeremy Combs,13,SR,F,6-7,182,"Dallas, TX",Carter HS, 3.0 Pts,2.0 Reb,0.7 Ast
10,Marshall Graves,12,SO,G,6-3,190,"Ponchatoula, LA",Louisiana State University Laboratory School, 1.4 Pts,0.4 Reb,0.5 Ast
11,Galen Alexander,10,FR,F,6-6,210,"Breaux Bridge, LA",, 1.9 Pts,2.1 Reb,0.1 Ast
12,Mayan Kiir,35,FR,F,6-9,201,"Bradenton, FL",, 1.9 Pts,2.0 Reb,0.3 Ast
13,Reed Vial,15,JR,G,6-3,190,"Baton Rouge, LA",Parkview Baptist High School, 0.6 Pts,0.2 Reb,0.0 Ast
14,Kavell Bigby-Williams,11,,F,6-11,230,,Harris Academy Beckenham,,,
