,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Aaron Brennan,45,SR,F,6-6,200,"Noblesville, IN",Guerin Catholic HS, 12.4 Pts,4.5 Reb,1.6 Ast
1,T.J. Henderson,1,JR,G,6-0,160,"Indianapolis, IN",Scecina HS, 10.8 Pts,2.6 Reb,2.1 Ast
2,Ron Patterson,25,SR,G,6-2,200,"Indianapolis, IN",Brewster Academy (MA), 10.3 Pts,3.2 Reb,1.8 Ast
3,Evan Hall,24,JR,F,6-7,200,"Hindman, KY",Knott County Central HS, 7.7 Pts,6.1 Reb,0.7 Ast
4,Jaylen Minnett,0,FR,G,6-1,180,"Terre Haute, IN",, 7.1 Pts,1.2 Reb,1.2 Ast
5,D.J. McCall,22,JR,G,6-5,180,"Fort Wayne, IN",Concordia Lutheran HS, 7.0 Pts,4.2 Reb,2.0 Ast
6,Nick Rogers,10,SO,G,6-1,170,"Indianapolis, IN",Traders Point Christian Academy / Elev8 Institute (FL), 5.1 Pts,1.6 Reb,3.0 Ast
7,Maurice Kirby,31,SR,F,6-9,240,"Chandler, AZ",Basha (AZ), 4.5 Pts,3.9 Reb,0.4 Ast
8,Elyjah Goss,32,FR,F,6-7,190,"Bolingbrook, IL",, 3.6 Pts,3.5 Reb,0.4 Ast
9,Chad Hudson,,SO,G,5-11,175,"Jeffersonville, IN",Don Bosco Preparatory, 1.1 Pts,0.1 Reb,0.3 Ast
10,Evan Borgman,40,FR,F,6-9,205,"Batesville, IN",, 0.9 Pts,0.7 Reb,0.0 Ast
11,Noah Thomas,35,SO,C,6-9,235,"Whitestown, IN",Bridgton Academy, 2.0 Pts,2.0 Reb,0.0 Ast
12,Ahmed Ismail,15,,C,7-1,260,Egypt,Nakhas Zagazig,,,
13,Camron Justice,5,,G,6-3,180,"Hindman, KY",Knott County Central HS,,,
