,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jacobi Boykins,0,SR,G,6-6,160,"Saint Petersburg, FL",Lakewood, 14.7 Pts,4.8 Reb,1.5 Ast
1,DaQuan Bracey,4,SO,G,5-11,170,"Baltimore, MD",St. Frances Academy, 12.4 Pts,1.9 Reb,4.1 Ast
2,Derric Jean,1,JR,G,6-2,170,"Miami, FL",McArthur HS, 9.5 Pts,3.1 Reb,1.9 Ast
3,Oliver Powell,35,SO,F,6-8,220,"Rowlett, TX",Rowlett High School, 7.3 Pts,4.6 Reb,0.5 Ast
4,Anthony Duruji,10,FR,F,6-7,198,"Germantown, MD",, 7.2 Pts,4.1 Reb,0.8 Ast
5,Amorie Archibald,3,FR,G,6-3,176,"Deltona, FL",, 7.5 Pts,2.7 Reb,4.0 Ast
6,Jy'lan Washington,22,,F,6-8,180,"Smyrna, TN",Stewarts Creek High School, 5.9 Pts,3.5 Reb,0.6 Ast
7,Jalen Harris,2,SO,G,6-4,190,"Duncanville, TX",Ducanville High School, 15.3 Pts,4.4 Reb,2.4 Ast
8,Exavian Christon,21,FR,G,6-4,197,"Hot Springs, AR",, 4.8 Pts,2.1 Reb,0.6 Ast
9,Joniah White,5,JR,C,7-0,210,"Duck Hill, MS",Grenada HS, 4.1 Pts,4.2 Reb,0.5 Ast
10,JaColby Pemberton,11,FR,G,6-6,180,"Dallas, TX",, 2.4 Pts,1.7 Reb,0.7 Ast
11,Jeremiah Taylor,15,SO,G,6-4,190,"Lewisville, TX",Lewisville High School, 1.4 Pts,0.6 Reb,0.3 Ast
12,Kyle McKinley,25,SO,C,6-10,220,"Stillwater, MN",Stillwater HS, 1.0 Pts,0.9 Reb,0.0 Ast
13,Harrison Curry,24,JR,F,6-7,230,"Ann Arbor, MI",, 1.0 Pts,2.0 Reb,0.0 Ast
