,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Robert Franks,3,JR,F,6-7,175,"Vancouver, WA",Evergreen HS, 17.4 Pts,6.6 Reb,1.9 Ast
1,Malachi Flynn,22,SO,G,6-1,170,"Tacoma, WA",Bellarmine Preparatory School, 15.8 Pts,3.5 Reb,4.3 Ast
2,Viont'e Daniels,4,,G,6-3,170,"Federal Way, WA",Federal Way, 9.0 Pts,2.3 Reb,2.0 Ast
3,Carter Skaggs,35,SO,G,6-5,215,"Logansport, IN",, 8.3 Pts,2.6 Reb,0.5 Ast
4,Drick Bernstine,43,SR,F,6-8,202,"Aurora, CO",Cherokee Trail, 6.9 Pts,6.9 Reb,2.7 Ast
5,Milan Acquaah,5,FR,G,6-3,185,"Bakersfield, CA",, 4.9 Pts,1.8 Reb,1.9 Ast
6,Kwinton Hinson,40,JR,G,6-4,215,"Fairmont, NC",, 3.9 Pts,2.3 Reb,0.6 Ast
7,Arinze Chidom,25,FR,F,6-9,200,"Oakland, CA",, 3.8 Pts,2.2 Reb,0.4 Ast
8,Jeff Pollard,13,SO,F,6-9,240,"Bountiful, UT",Impact Basketball Academy, 3.6 Pts,1.7 Reb,0.4 Ast
9,Steven Shpreyregin,12,SR,G,6-1,180,"Seattle, WA",Nathan Hale High School, 2.2 Pts,0.4 Reb,0.1 Ast
10,Davante Cooper,32,JR,F,6-10,216,"Atlanta, GA",, 1.3 Pts,1.2 Reb,0.3 Ast
11,Jamar Ergas,1,FR,G,6-3,182,Canada,, 0.4 Pts,0.1 Reb,0.1 Ast
12,KJ Langston,10,JR,G,6-4,185,"Chicago, IL",St. Patrick's High School, 0.4 Pts,0.0 Reb,0.1 Ast
13,TJ Mickelson,2,,G,6-1,160,,,,,
