,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tramaine Isabell,2,JR,G,6-0,180,"Seattle, WA",Garfield HS, 20.9 Pts,7.5 Reb,3.4 Ast
1,Kurk Lee,1,SO,G,5-10,150,"Baltimore, MD",St. Frances Academy, 12.4 Pts,3.4 Reb,3.2 Ast
2,Sammy Mojica,15,SR,G,6-3,175,"Chelsea, MA",Brimmer and May, 11.1 Pts,4.0 Reb,1.5 Ast
3,Alihan Demir,30,SO,F,6-9,223,Turkey,, 10.7 Pts,5.4 Reb,1.9 Ast
4,Austin Williams,5,SR,F,6-8,230,"Richmond, VA",Trinity Episcopal HS, 9.4 Pts,8.5 Reb,0.7 Ast
5,Troy Harper,3,JR,G,6-1,165,"Philadelphia, PA",Neumann-Goretti HS, 10.2 Pts,2.2 Reb,1.4 Ast
6,Jarvis Doles,11,FR,F,6-9,215,"Baltimore, MD",, 3.3 Pts,2.1 Reb,0.1 Ast
7,Tadas Kararinas,32,FR,F,6-10,210,Lithuania,, 1.6 Pts,0.8 Reb,0.2 Ast
8,Tyshawn Myles,55,SR,F,6-8,245,"Bronx, NY",Washington Heights Expeditionary Learning, 2.1 Pts,2.4 Reb,0.1 Ast
9,Miles Overton,0,SR,G,6-4,215,"Philadelphia, PA",St. Joseph's Prep, 4.2 Pts,1.1 Reb,0.5 Ast
10,Sam Green,4,SO,F,6-6,230,"Bowie, MD",Bishop McNamara High School, 4.7 Pts,2.5 Reb,0.8 Ast
11,Kris Alford,14,,G,6-2,185,"Los Angeles, CA",Valley Christian Academy, 1.0 Pts,0.0 Reb,0.0 Ast
12,Kevin Doi,24,,G,5-9,165,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,James Butler,51,,F,6-8,228,"Fairfax, VA",Lake Braddock Secondary School,,,
14,Kari Jonsson,12,,G,6-3,170,,Wasatch Academy,,,
15,Tim Perry Jr.,13,,F,6-10,218,,,,,
