,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Shamorie Ponds,2,SO,G,6-1,170,"Brooklyn, NY",Thomas Jefferson High School, 21.6 Pts,5.0 Reb,4.7 Ast
1,Marvin Clark,13,JR,F,6-6,225,"Kansas City, MO",Sunrise Christian Academy, 12.5 Pts,4.7 Reb,1.0 Ast
2,Justin Simon,5,SO,G,6-5,185,"Temecula, CA",Temecula Valley (CA) / Brewster Academy (NH), 12.2 Pts,7.1 Reb,5.1 Ast
3,Bashir Ahmed,1,SR,G,6-7,210,"Bronx, NY",John F. Kennedy High School, 11.3 Pts,4.7 Reb,0.9 Ast
4,Tariq Owens,11,JR,F,6-10,205,"Odenton, MD",St. Vincent Pallotti, 8.4 Pts,5.9 Reb,0.5 Ast
5,Marcus LoVett,20,SO,G,6-0,175,"Fort Wayne, IN",Morgan Park HS, 14.9 Pts,2.1 Reb,1.7 Ast
6,"Bryan Trimble, Jr.",12,FR,G,6-3,220,"Kansas City, MO",, 3.1 Pts,1.2 Reb,0.4 Ast
7,Kassoum Yakwe,14,JR,F,6-7,200,Mali,Our Savior New American HS, 2.2 Pts,2.1 Reb,0.2 Ast
8,Amar Alibegovic,10,SR,F,6-9,230,Italy,Istituto Tecnico Minerva, 1.6 Pts,1.2 Reb,0.1 Ast
9,Jay Camus,,,G,5-10,170,,, 0.0 Pts,0.0 Reb,0.0 Ast
10,Justin Cole,23,SO,G,6-2,190,"Rockville Centre, NY",Archbishop Molloy High School, 0.0 Pts,0.7 Reb,0.0 Ast
11,Boubacar Diakite,22,,F,6-8,185,,,,,
12,Mikey Dixon,3,,G,6-2,170,"New Castle, DE",Sanford School,,,
13,Sedee Keita,0,,F,6-9,240,"Philadelphia, PA",22ft Basketball Academy,,,
14,Brandon Lawrence,24,,G,6-2,175,,Moreau CAtholic High School,,,
