,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Desmond Williams,0,,F,6-6,200,"Atmore, AL",Alabama Southern Community College (JC), 18.1 Pts,6.1 Reb,1.9 Ast
1,Marcus Barham,22,,G,6-4,180,"Melbourne, FL",Holy Trinity Episcopal High School, 17.0 Pts,4.3 Reb,1.9 Ast
2,Elijah Mayes,4,,G,6-0,175,,, 11.1 Pts,2.1 Reb,2.8 Ast
3,Justin Ravenel,21,,G,6-1,175,"Lithonia, GA",, 8.6 Pts,2.1 Reb,1.0 Ast
4,Nasir Core,5,,G,6-1,195,"Tampa, FL",Freedom HIgh School, 4.5 Pts,2.4 Reb,1.2 Ast
5,Isaiah Martin,34,,C,7-0,210,,, 8.1 Pts,6.5 Reb,0.4 Ast
6,Nick Severado,1,,F,6-8,190,"Savannah, GA",Jenkins HS, 3.8 Pts,4.3 Reb,0.4 Ast
7,Craig Bowman,3,,G,6-3,170,"Saint Petersburg, FL",Berkeley Prep, 2.1 Pts,1.1 Reb,1.1 Ast
8,Kamron Reaves,2,,G,6-1,172,,, 3.5 Pts,2.0 Reb,1.5 Ast
9,Brendon Myles,20,,G,6-4,185,"Atlanta, GA",Whitefield Academy, 1.2 Pts,1.8 Reb,0.3 Ast
10,Bryce Moragne,23,,G,6-5,195,,, 0.8 Pts,0.4 Reb,0.2 Ast
11,Javonni Harrell,11,,F,6-7,205,,, 0.9 Pts,1.6 Reb,0.5 Ast
12,Rashad Austin,30,,F,6-8,205,"Tampa, FL",Tampa Bay Technical High School, 0.2 Pts,0.5 Reb,0.1 Ast
13,John Clayton,10,,F,6-5,215,,,,,
14,D.J. Jones,33,,F,6-9,195,,,,,
15,Ifeanyi Umezurike,24,,C,6-10,245,Nigeria,Montverde Academy,,,
