,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,James Batemon,5,JR,G,6-1,188,"Milwaukee, WI",, 17.8 Pts,3.7 Reb,4.7 Ast
1,Eli Scott,0,FR,F,6-5,224,"Chino Hills, CA",, 12.6 Pts,7.3 Reb,2.3 Ast
2,Steven Haney,12,SR,F,6-5,195,"East Lansing, MI",St. Thomas, 12.9 Pts,2.4 Reb,1.5 Ast
3,Mattias Markusson,14,SO,C,7-1,240,Sweden,Jamtland Basket, 8.6 Pts,6.3 Reb,0.6 Ast
4,Zafir Williams,1,FR,F,6-6,254,"Long Beach, CA",, 6.5 Pts,3.5 Reb,0.7 Ast
5,Cameron Allen,3,SO,G,6-2,176,"Greenville, SC",, 5.3 Pts,1.5 Reb,1.8 Ast
6,Jeffery McClendon,25,JR,G,6-2,205,"Pasadena, CA",Eastside HS, 4.2 Pts,2.8 Reb,1.7 Ast
7,Erik Johansson,20,SO,G,6-5,190,Sweden,Taljegymnasiet High School (Sodertalje), 3.0 Pts,0.7 Reb,0.4 Ast
8,Donald Gipson,2,FR,G,6-3,190,"Los Angeles, CA",Fairfax High School, 2.8 Pts,1.2 Reb,0.6 Ast
9,Joe Quintana,15,FR,G,6-2,164,"West Covina, CA",, 2.0 Pts,0.6 Reb,0.7 Ast
10,Mikail Simmons,13,FR,F,6-8,212,"Plano, TX",, 2.0 Pts,1.4 Reb,0.3 Ast
11,Petr Herman,11,SR,F,6-10,240,Czech Republic,Canarias Basketball Academy (Spain), 7.0 Pts,5.0 Reb,1.0 Ast
12,Dylan Causwell,22,SO,F,6-7,197,"Johns Creek, GA",, 0.5 Pts,0.5 Reb,0.0 Ast
13,Liam Eberhardt,34,,F,6-7,190,,,,,
