,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Omega Harris,2,SR,G,6-2,170,"Bethany, OK",Putnam City West HS, 11.8 Pts,3.7 Reb,2.0 Ast
1,Evan Gilyard,3,FR,G,5-10,155,"Chicago, IL",, 9.1 Pts,1.9 Reb,1.6 Ast
2,Isiah Osborne,13,SO,G,6-5,190,Canada,, 9.4 Pts,3.7 Reb,1.0 Ast
3,Paul Thomas,1,JR,F,6-8,200,"Humble, TX",Summer Creek HS, 8.2 Pts,5.4 Reb,1.4 Ast
4,Keith Frazier,25,SR,G,6-5,190,"Dallas, TX",Dallas Kimball HS, 11.2 Pts,4.7 Reb,1.1 Ast
5,Matt Willms,41,SR,C,7-1,230,Canada,Findlay Prep, 8.4 Pts,5.4 Reb,0.8 Ast
6,Trey Wade,5,FR,F,6-6,205,"Marietta, GA",, 7.1 Pts,4.1 Reb,0.4 Ast
7,Kobe Magee,15,FR,G,6-1,150,"SAN ANTONIO, TX",, 4.5 Pts,2.0 Reb,1.7 Ast
8,Tirus Smith,4,FR,F,6-9,250,"Richton, MS",, 4.3 Pts,3.1 Reb,0.2 Ast
9,Trey Touchet,21,JR,G,6-2,175,"Lafayette, LA",Saint Thomas More HS, 2.3 Pts,1.1 Reb,0.7 Ast
10,Jake Flaggert,11,SR,F,6-7,200,"Lucas, TX",Lovejoy HS, 1.1 Pts,1.0 Reb,0.7 Ast
11,Deshaun Highler,24,,G,6-2,165,,, 3.0 Pts,0.0 Reb,0.0 Ast
12,Corbin Stephens,,,G,6-2,180,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,Kelvin Jones,12,,C,6-11,240,,Hobbs High School,,,
14,Isaiah Rhyanes,54,,C,6-9,210,,,,,
