,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Miles Wright,22,SR,G,6-4,240,"Boston, MA",Tabor Academy, 12.3 Pts,4.4 Reb,1.1 Ast
1,Taylor Johnson,4,SR,G,6-4,180,"Fort Worth, TX",Northwest HS, 11.9 Pts,3.7 Reb,2.9 Ast
2,Brendan Barry,15,SO,G,6-2,170,"Red Bank, NJ",Rumson-Fair Haven Regional High School, 9.8 Pts,2.6 Reb,3.9 Ast
3,Chris Knight,23,FR,F,6-6,195,"Windsor, WI",, 10.1 Pts,4.0 Reb,1.1 Ast
4,Will Emery,0,SO,F,6-9,215,"San Francisco, CA",St. Ignatius College Prep, 7.5 Pts,4.7 Reb,0.9 Ast
5,Adrease Jackson,33,FR,F,6-8,215,"Santa Margarita, CA",, 5.5 Pts,3.9 Reb,0.3 Ast
6,Aaryn Rai,21,FR,G,6-6,185,Canada,, 4.8 Pts,3.0 Reb,0.8 Ast
7,Ian Sistare,5,SO,G,6-3,195,"Dublin, NH",Northfield Mount Hermon School, 3.4 Pts,1.8 Reb,0.9 Ast
8,James Foye,10,SO,G,6-4,190,"Hamilton, MA",Phillips Exeter Academy, 1.5 Pts,0.9 Reb,0.6 Ast
9,Guilien Smith,14,JR,G,6-2,180,"Boston, MA",Catholic Memorial School, 10.3 Pts,2.3 Reb,1.3 Ast
10,Cameron Smith,1,SR,G,6-1,180,"Bristow, VA",Miller School, 1.6 Pts,0.4 Reb,0.4 Ast
11,Isaac Letoa,2,FR,G,6-1,170,New Zealand,, 1.1 Pts,0.6 Reb,0.9 Ast
12,Joseph Cook,,,F,6-6,210,,, 1.0 Pts,0.8 Reb,0.0 Ast
13,Ben Swett,20,FR,G,6-1,175,"Exeter, NH",, 0.0 Pts,0.3 Reb,0.3 Ast
14,Evan Boudreaux,12,,F,6-8,220,"Lake Forest, IL",Lake Forest High School,,,
15,Ian Carter,3,,F,6-7,205,"Los Angeles, CA",Junipero Forest High School,,,
