,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jock Landale,34,JR,C,6-11,255,Australia,Geelong Grammar, 21.4 Pts,10.3 Reb,2.1 Ast
1,Calvin Hermanson,24,JR,F,6-6,200,"Lake Oswego, OR",Lake Oswego HS, 11.0 Pts,3.3 Reb,1.2 Ast
2,Jordan Ford,30,FR,G,6-1,160,"Folsom, CA",Folsom High School, 10.4 Pts,2.6 Reb,1.6 Ast
3,Emmett Naar,3,JR,G,6-1,195,Australia,Sydney Boys HS, 10.1 Pts,2.4 Reb,8.0 Ast
4,Tanner Krebs,0,FR,G,6-6,200,Australia,Lake Ginniderra High School, 7.8 Pts,4.9 Reb,0.9 Ast
5,Cullen Neal,44,SR,G,6-5,190,"Albuquerque, NM",Eldorado HS, 5.5 Pts,1.8 Reb,0.9 Ast
6,Evan Fitzner,21,SO,F,6-10,215,"San Diego, CA",Francis Parker School (CA), 4.6 Pts,2.8 Reb,0.3 Ast
7,Jordan Hunter,1,SO,C,6-10,215,Australia,Ignatius Park College, 2.9 Pts,2.3 Reb,0.2 Ast
8,Elijah Thomas,10,FR,F,6-5,210,"Peoria, AZ",, 1.9 Pts,0.8 Reb,0.2 Ast
9,Jock Perry,5,FR,C,7-1,260,Australia,, 2.1 Pts,0.4 Reb,0.1 Ast
10,Kyle Clark,33,SO,F,6-6,215,Australia,Hellyer College, 4.0 Pts,1.3 Reb,0.3 Ast
11,Tommy Kuhse,12,FR,G,6-2,185,"Mesa, AZ",, 0.5 Pts,0.3 Reb,0.4 Ast
12,Dan Sheets,15,FR,F,6-5,200,"San Ramon, CA",Dougherty Valley HS, 0.4 Pts,0.2 Reb,0.0 Ast
13,Malik Fitts,0,,F,6-8,237,"Rancho Cucamonga, CA",Damian High School,,,
14,Kristers Zoriks,23,,G,6-3,170,,,,,
