,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dikembe Dixson,10,SO,F,6-7,190,"Freeport, IL",Nelson County High School, 14.2 Pts,3.5 Reb,0.8 Ast
1,Marcus Ottey,1,SO,G,6-2,175,Canada,St. Benedict's Prep School, 13.5 Pts,3.4 Reb,1.8 Ast
2,Tai Odiase,21,SR,C,6-9,210,"Glenwood, IL",Homewood-Flossmoor, 9.3 Pts,5.8 Reb,0.3 Ast
3,Dominique Matthews,0,SO,G,6-2,180,"Chicago, IL",Victory Rock Prep, 8.5 Pts,1.8 Reb,0.8 Ast
4,Godwin Boahen,15,SO,G,5-11,175,Canada,The Hill Academy, 8.4 Pts,3.0 Reb,2.0 Ast
5,Tarkus Ferguson,4,SO,G,6-4,180,"Belleville, IL",Althoff Catholic High School, 9.7 Pts,5.0 Reb,5.3 Ast
6,Jordan Blount,13,SO,F,6-8,200,Ireland,, 6.7 Pts,6.9 Reb,2.4 Ast
7,Clint Robinson,32,SR,C,6-8,235,Jamaica,Charles Herbert Flowers High School, 4.3 Pts,3.9 Reb,0.2 Ast
8,Michael Diggins,2,FR,F,6-8,185,"Las Vegas, NV",, 2.9 Pts,2.5 Reb,0.6 Ast
9,Jacob Wiley,3,FR,F,6-7,200,"Houston, TX",, 1.5 Pts,1.5 Reb,0.3 Ast
10,Naradain James,22,JR,F,6-7,205,"Kalamazoo, MI",, 1.0 Pts,1.3 Reb,0.0 Ast
11,Ralph Bissainthe,5,,F,6-6,200,,,,,
