,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Sa'eed Nelson,0,,G,6-1,175,"Pleasantville, NJ",St. Augustine College Preparatory School, 18.6 Pts,3.6 Reb,5.1 Ast
1,Laurynas Motuzis,5,JR,G,6-6,200,"Darien, IL",, 14.6 Pts,4.8 Reb,1.7 Ast
2,Sam Iorio,22,FR,F,6-5,215,"Allentown, PA",, 14.9 Pts,6.5 Reb,1.3 Ast
3,Cheikh Diallo,10,JR,G,6-1,167,Senegal,, 5.3 Pts,2.3 Reb,0.9 Ast
4,Marvin Bragg,13,FR,G,5-8,190,"Cerritos, CA",, 4.7 Pts,3.0 Reb,1.0 Ast
5,Stacy Beckton,,,G,6-4,171,,, 4.4 Pts,2.1 Reb,0.9 Ast
6,Jesse Little,1,FR,F,6-10,178,"Starkville, MS",, 2.9 Pts,3.3 Reb,0.8 Ast
7,Drew LaMont,33,FR,F,6-7,210,"Plantation, FL",, 3.5 Pts,1.6 Reb,0.9 Ast
8,James Washington,3,JR,G,6-1,160,"Norwalk, CA",Frederick K. C. Price III High School, 2.3 Pts,1.0 Reb,0.3 Ast
9,Matt Cimino,45,JR,F,6-10,213,"Falmouth, ME",Worcester Academy (MA), 1.4 Pts,1.8 Reb,0.7 Ast
10,Nick Macarchuk,30,FR,F,6-5,188,"Alamo, CA",, 1.0 Pts,1.3 Reb,0.7 Ast
11,Tyler McFarland,,,G,6-2,184,,, 1.5 Pts,0.5 Reb,0.0 Ast
12,Kevin Brown,25,JR,G,6-2,195,"West Orange, NJ",Elsik, 0.0 Pts,0.3 Reb,0.0 Ast
13,Mark Gasperini,23,,F,6-10,250,"Brookline, MA",Brimmer & May School,,,
14,Charlie Jones,20,,G,6-4,185,"Manchester, MD",Mount St. Joseph HS,,,
15,Andrija Matic,35,,F,6-10,220,Serbia,International School of Belgrade,,,
16,Alex Paquin,4,,G,6-0,198,Canada,The Peddie School,,,
17,Justin Perez,14,,G,6-1,155,"Miami, FL",,,,
18,Jalen Rhea,21,,G,6-2,205,"New Albany, OH",New Albany HS,,,
19,Leon Tolksdorf,13,,F,6-8,225,Germany,Leibniz-Oberschule Berlin Secondary,,,
20,Yilret Yiljep,12,,F,6-7,235,Nigeria,Westtown (PA),,,
