,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jalen Hudson,3,JR,G,6-5,195,"Richmond, VA",St. Vincent-St. Mary HS, 15.3 Pts,3.9 Reb,1.0 Ast
1,Egor Koulechov,4,SR,G,6-5,210,Russia,Sagemont (FL), 13.6 Pts,6.5 Reb,1.3 Ast
2,KeVaughn Allen,5,JR,G,6-2,183,"Little Rock, AR",North Little Rock HS, 11.2 Pts,2.4 Reb,2.3 Ast
3,Chris Chiozza,11,SR,G,6-0,160,"Memphis, TN",White Station HS, 11.2 Pts,4.4 Reb,6.1 Ast
4,Keith Stone,25,SO,F,6-8,233,"Deerfield Beach, FL",Zion Lutheran HS, 8.9 Pts,4.0 Reb,0.7 Ast
5,Kevarrius Hayes,13,JR,F,6-9,210,"Live Oak, FL",Suwanee HS, 4.9 Pts,5.1 Reb,0.4 Ast
6,Mike Okauru,0,FR,G,6-3,180,"Raleigh, NC",, 3.8 Pts,0.9 Reb,0.6 Ast
7,Deaundrae Ballard,24,FR,G,6-5,195,"Atlanta, GA",, 3.8 Pts,1.8 Reb,0.3 Ast
8,Gorjok Gak,12,SO,C,6-11,231,Australia,Victory Rock Prep, 2.3 Pts,2.4 Reb,0.1 Ast
9,Dontay Bassett,21,FR,F,6-9,222,"Oakland, CA",, 1.7 Pts,1.5 Reb,0.2 Ast
10,Chase Johnson,1,FR,F,6-9,205,"Ripley, WV",, 4.3 Pts,2.0 Reb,0.3 Ast
11,Andrew Fava,,,G,5-10,165,,, 1.0 Pts,0.2 Reb,0.3 Ast
12,Mak Krause,,,G,6-2,170,,, 0.7 Pts,0.2 Reb,0.0 Ast
13,John Egbunu,15,,C,6-11,265,Nigeria,Ft. Walton Beach,,,
14,Isaiah Stokes,2,,F,6-8,270,,,,,
