,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Andre Spight,11,SR,G,6-3,168,"Burbank, CA",, 21.9 Pts,3.9 Reb,3.7 Ast
1,Jordan Davis,0,JR,G,6-2,185,"Las Vegas, NV",Canyon Springs HS, 15.8 Pts,4.3 Reb,2.9 Ast
2,Jalen Sanders,22,FR,G,6-5,180,"Denver, CO",, 9.7 Pts,5.9 Reb,1.2 Ast
3,Anthony Johnson,24,SR,G,6-2,190,"Indianapolis, IN",Decatur Central HS, 9.6 Pts,3.1 Reb,0.6 Ast
4,Jonah Radebaugh,12,SO,G,6-2,165,"Thornton, CO",Northglenn HS, 8.0 Pts,6.2 Reb,1.4 Ast
5,Tanner Morgan,20,SR,F,6-9,230,"Salem, OR",Sprague (OR), 6.2 Pts,5.8 Reb,0.6 Ast
6,Chaz Glotta,13,JR,G,6-1,175,"O' Fallon, MO",Fort Zumwalt North, 4.4 Pts,0.9 Reb,0.8 Ast
7,Roberto Vercellino,21,SO,F,6-7,210,Italy,Liceo Scientifico A.B. Sabin, 2.2 Pts,2.4 Reb,0.4 Ast
8,Kai Edwards,25,SO,F,6-9,215,Netherlands,Canarias Basketball Academy, 2.0 Pts,2.2 Reb,0.3 Ast
9,Matej Drgon,23,FR,F,6-9,230,Slovakia,, 1.9 Pts,1.2 Reb,0.1 Ast
10,Johnatan Reyes,33,FR,G,5-11,175,"SAN ANTONIO, TX",, 1.4 Pts,0.4 Reb,0.4 Ast
11,Ibrahim Sylla,10,JR,F,6-8,220,"Denver, CO",South HS, 0.6 Pts,0.9 Reb,0.0 Ast
12,Tyler Loose,4,SR,G,6-0,180,"Laramie, WY",Laramie High, 0.1 Pts,0.4 Reb,0.1 Ast
13,Matt Johnson,2,,G,6-2,150,,, 0.0 Pts,1.0 Reb,0.0 Ast
