,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Cecil Williams,21,SR,F,6-6,210,"Columbia, MO",Hickman High School, 15.1 Pts,6.4 Reb,2.6 Ast
1,Shawn Roundtree,2,JR,G,6-0,185,"Edwardsville, IL",Edwardsville HS, 15.0 Pts,2.9 Reb,4.0 Ast
2,David DiLeo,14,SO,F,6-8,205,"Iowa City, IA",New Hampton School, 11.9 Pts,6.8 Reb,1.4 Ast
3,Kevin McKay,20,SO,G,6-5,210,"Warren, MI",De La Salle HIgh School, 12.2 Pts,6.5 Reb,1.8 Ast
4,Luke Meyer,24,SR,F,6-11,221,"Addison, MI",Addison HS, 9.9 Pts,4.9 Reb,0.7 Ast
5,Josh Kozinski,12,SR,G,6-4,170,"Edwardsburg, MI",Edwardsburg HS, 6.0 Pts,2.1 Reb,0.5 Ast
6,Gavin Peppers,0,JR,G,6-2,190,"Brookeville, MD",, 5.4 Pts,1.2 Reb,1.2 Ast
7,Matt Beachler,22,FR,G,6-4,192,"Lowell, MI",, 2.3 Pts,1.0 Reb,0.4 Ast
8,Innocent Nwoko,11,FR,C,6-11,225,"New Haven, MI",, 0.8 Pts,0.7 Reb,0.0 Ast
9,Matty Smith,15,,G,5-11,180,"Elgin, IL",South Elgin High School, 0.8 Pts,0.6 Reb,1.3 Ast
10,Corey Redman,1,SO,G,6-5,180,"Boyne City, MI",, 0.5 Pts,0.4 Reb,0.1 Ast
11,John McCarty,35,SR,F,6-5,211,"Lake Orion, MI",Lake Orion HS, 0.9 Pts,0.6 Reb,0.0 Ast
12,Austin Ervin,25,SO,F,6-5,247,"Saint Johns, MI",, 0.4 Pts,0.5 Reb,0.1 Ast
13,Adam Kozinski,13,FR,G,6-0,170,"Edwardsburg, MI",, 0.5 Pts,0.2 Reb,0.0 Ast
14,Jamarrio Rule,10,FR,F,6-3,260,"Chicago, IL",, 0.3 Pts,0.3 Reb,0.3 Ast
15,A.J. Bullard,3,,F,6-9,187,,,,,
16,Andrew Myers,4,,G,5-11,185,,,,,
17,DaRohn Scott,23,,F,6-9,230,"Grand Rapids, MI",Grand Rapids Christian HS,,,
