,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kenneth Ogbe,25,SR,G,6-6,188,Germany,Urspring HS, 13.2 Pts,3.3 Reb,1.5 Ast
1,Conner Toolson,11,JR,G,6-4,185,"Highland, UT",Lone Peak High School, 12.6 Pts,3.7 Reb,1.5 Ast
2,Akolda Manyang,0,SR,C,7-0,243,"Rochester, MN",Potter House Christian Academy (FL), 13.0 Pts,7.9 Reb,0.8 Ast
3,Jake Toolson,2,SO,G,6-5,215,"Gilbert, AZ",Highland HS, 11.4 Pts,4.8 Reb,3.0 Ast
4,Brandon Randolph,3,SR,G,6-2,189,"Inglewood, CA",Inglewood, 10.8 Pts,3.6 Reb,4.6 Ast
5,Isaac Neilson,22,SR,F,6-11,225,"Mission Viejo, CA",Mission Viejo, 5.2 Pts,4.6 Reb,0.7 Ast
6,Ben Nakwaasah,10,JR,G,6-2,175,"Richardson, TX",, 4.7 Pts,2.0 Reb,2.1 Ast
7,Jerrelle DeBerry,15,,G,6-5,205,"Milwaukee, WI",Quality Education Academy, 7.6 Pts,2.8 Reb,0.7 Ast
8,Zach Nelson,21,SR,F,6-7,215,"Yuba City, CA",Yuba City HS, 4.2 Pts,3.0 Reb,1.2 Ast
9,Cory Calvert,1,JR,G,6-3,185,"Parker, CO",Chaparral HS, 1.4 Pts,1.3 Reb,1.2 Ast
10,Richard Harward,55,FR,C,6-11,255,"Orem, UT",, 1.2 Pts,1.8 Reb,0.1 Ast
11,Joonas Tahvanainen,12,SO,F,6-6,220,Finland,Helsinki Basketball Academy, 0.9 Pts,1.6 Reb,0.3 Ast
12,Daniel Nyman,14,SO,G,6-2,185,"Highland, UT",, 1.0 Pts,0.3 Reb,0.1 Ast
13,Mckay Johnson,13,SO,G,6-5,195,"Centerville, UT",, 0.7 Pts,0.8 Reb,0.4 Ast
14,Hayden Schenck,5,,G,6-4,195,"Eden, UT",Weber High School,,,
15,Baylee Steele,44,,C,6-11,245,"Norwalk, IA",Norwalk HIgh School,,,
