,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Matt Klinewski,13,SR,F,6-8,232,"Voorhees, NJ",Eastern Regional HS, 16.5 Pts,5.8 Reb,1.5 Ast
1,Alex Petrie,21,FR,G,6-3,200,"Midlothian, VA",, 15.0 Pts,2.4 Reb,0.7 Ast
2,Justin Jaworski,11,FR,G,6-1,188,"Schwenksville, PA",, 10.8 Pts,2.2 Reb,1.7 Ast
3,Paulius Zalys,33,JR,F,6-7,200,Lithuania,The Perkiomen School (PA), 8.3 Pts,5.3 Reb,2.2 Ast
4,E.J. Stephens,3,FR,G,6-3,169,"Plantation, FL",, 6.8 Pts,2.3 Reb,0.8 Ast
5,Eric Stafford,4,SR,G,6-5,160,"Pitman, NJ",Pitman HS, 5.4 Pts,2.9 Reb,3.1 Ast
6,Kyle Stout,24,SO,G,6-6,190,"Schnecksville, PA",Parkland HIgh School, 3.7 Pts,2.8 Reb,0.8 Ast
7,Myles Cherry,54,SO,F,6-8,232,United Kingdom,Choate Rosemary, 2.6 Pts,3.6 Reb,0.6 Ast
8,Lukas Jarrett,23,SO,F,6-7,195,"Northport, NY",Northport High School, 2.2 Pts,2.9 Reb,1.0 Ast
9,Dylan Hastings,44,FR,F,6-8,206,"Quarryville, PA",, 1.4 Pts,1.7 Reb,0.1 Ast
10,Cal Reichwein,14,SO,G,6-2,185,"Doylestown, PA",Central Bucks High School West, 0.3 Pts,0.1 Reb,0.3 Ast
11,Auston Evans,12,JR,G,6-6,188,"Mckinney, TX",Greenhill School, 0.3 Pts,0.5 Reb,0.5 Ast
12,Hunter Janacek,5,,G,6-5,187,"Houston, TX",Scarborough High School,,,
