,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Will Rayman,10,SO,F,6-8,200,"New York, NY",New Hampton School, 14.8 Pts,6.8 Reb,1.1 Ast
1,Jordan Swopshire,15,SR,F,6-6,210,"O' Fallon, MO",Fort Zumwalt South, 11.8 Pts,4.9 Reb,1.2 Ast
2,Jordan Burns,1,FR,G,6-0,175,"SAN ANTONIO, TX",, 11.7 Pts,2.6 Reb,3.0 Ast
3,Sean O'Brien,0,,G,6-2,188,"Lafayette Hill, PA",Penn Charter, 10.8 Pts,4.0 Reb,3.7 Ast
4,Dana Batt,12,JR,C,6-9,215,"Fort Wayne, IN",Homestead High School, 7.1 Pts,4.4 Reb,0.9 Ast
5,Jordan Robertson,25,SR,G,6-3,185,"Cape May Court H, NJ",Wildwood Catholic HS, 5.4 Pts,1.5 Reb,0.4 Ast
6,Jack Ferguson,13,FR,G,6-3,170,"Fort Wayne, IN",, 4.4 Pts,0.8 Reb,0.6 Ast
7,Malcolm Regisford,5,JR,F,6-8,220,"Woodland Hills, CA",Bellarmine-Jefferson / The Kent School, 4.8 Pts,4.1 Reb,0.5 Ast
8,Francisco Amiel,30,JR,G,6-2,172,Portugal,Agrupamento de Escolas Professor Ruy Luis Gomes, 2.8 Pts,1.6 Reb,1.7 Ast
9,Sam Lindgren,4,,F,6-6,210,"Doylestown, PA",Germantown Academy (PA), 2.5 Pts,2.5 Reb,0.4 Ast
10,David Maynard,21,,G,6-4,190,,, 2.0 Pts,1.0 Reb,0.0 Ast
11,Hugh Baxter,22,FR,F,6-8,205,Australia,, 0.9 Pts,0.6 Reb,0.3 Ast
12,Milan Williams,23,,G,6-3,210,"Detroit, MI",Detroit Country Day School, 1.0 Pts,0.5 Reb,0.0 Ast
13,Dylan Whitbread,45,,F,6-3,200,South Africa,King Edward VII School, 1.0 Pts,0.0 Reb,0.0 Ast
14,David Favorite,3,,G,6-3,200,"San Antonio, TX",Alamo Heights High School, 0.0 Pts,0.0 Reb,0.0 Ast
15,Tom Rivard,14,,F,6-7,200,"Worcester, MA",Worcester Academy, 0.0 Pts,0.0 Reb,1.0 Ast
16,Andrew Bargmann,13,,G,6-3,180,,Malvern Prep,,,
17,Ryan Diew,21,,G,6-2,180,,Head-Royce School,,,
18,Nathan Harries,2,,G,6-2,180,,Centennial HS,,,
