,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Garrison Mathews,24,JR,G,6-5,205,"Franklin, TN",Franklin HS, 22.1 Pts,5.5 Reb,1.7 Ast
1,Rob Marberry,0,JR,F,6-8,230,"Nashville, TN",Franklin Road Academy, 16.0 Pts,5.8 Reb,1.9 Ast
2,Kenny Cooper,21,SO,G,6-0,180,"Nashville, TN",Franklin Road Academy, 9.9 Pts,2.5 Reb,4.0 Ast
3,Matt Rose,12,JR,F,6-7,200,"Lexington, KY",Lexington Christian (KY), 8.4 Pts,2.9 Reb,1.0 Ast
4,Michael Buckland,3,SO,G,6-5,190,"High Point, NC",WEsleyan Christian Academy, 7.5 Pts,4.3 Reb,3.1 Ast
5,Eli Pepper,22,JR,F,6-8,185,"Princeton, KY",Caldwell County HS, 7.0 Pts,7.9 Reb,1.9 Ast
6,Aaron Korn,23,SR,G,6-4,195,"Frankton, IN",Frankton HS, 4.3 Pts,3.8 Reb,1.1 Ast
7,Andrew Fleming,15,SO,G,6-5,205,"Nashville, TN",Ensworth HS (TN) / Oak Hill (VA), 3.0 Pts,1.2 Reb,0.6 Ast
8,George Brammeier,55,SR,C,6-10,240,"Brandon, FL",Bloomingdale HS, 2.5 Pts,1.6 Reb,0.1 Ast
9,Greg Jones,1,FR,G,6-1,175,"Frisco, TX",, 2.3 Pts,0.8 Reb,0.6 Ast
10,John Matt Merritt,20,FR,G,6-0,155,"Nashville, TN",, 1.3 Pts,0.4 Reb,0.3 Ast
11,Asa Duvall,11,SR,G,6-2,195,"Brentwood, TN",Hargrave Military Academy, 0.5 Pts,0.8 Reb,0.2 Ast
12,Zach Flener,13,FR,G,5-10,170,"Murray, KY",, 0.3 Pts,0.0 Reb,0.1 Ast
13,Ahsan Asadullah,2,,C,6-8,260,,,,,
14,Nathan Moran,5,,G,5-10,160,"Franklin, TN",Battle Ground Academy,,,
