,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Grant Golden,33,FR,F,6-9,240,"Winchester, VA",St. James School, 15.6 Pts,6.7 Reb,2.2 Ast
1,Nick Sherod,5,SO,G,6-4,220,"Richmond, VA",St. Christopher's School, 14.3 Pts,5.0 Reb,1.4 Ast
2,De'Monte Buckingham,11,,G,6-4,215,"Richmond, VA",Henrico High School, 12.2 Pts,7.0 Reb,3.4 Ast
3,Jacob Gilyard,0,FR,G,5-9,160,"Kansas City, MO",, 11.4 Pts,2.2 Reb,4.1 Ast
4,Khwan Fore,2,JR,G,6-2,165,"Huntsville, AL",Lee HS, 11.0 Pts,3.2 Reb,2.7 Ast
5,Julius Johnson,32,JR,G,6-2,185,"Cocoa, FL",Florida Air Academy, 3.7 Pts,1.7 Reb,0.8 Ast
6,Nathan Cayo,4,FR,G,6-6,205,"Montreal, PQ",, 2.3 Pts,1.7 Reb,0.4 Ast
7,Solly Stansbury,13,JR,F,6-7,225,"Toms River, NJ",, 3.1 Pts,1.6 Reb,0.7 Ast
8,Joe Kirby,1,SR,G,6-1,195,"Pembroke Pines, FL",Sagemont HS, 1.0 Pts,0.6 Reb,0.3 Ast
9,Paul Friendshuh,44,JR,F,6-9,205,"New Prague, MN",New Prague HS, 0.5 Pts,0.4 Reb,0.1 Ast
10,Keith Oddo,30,,G,6-0,180,"Roanoke, VA",North Cross HS, 1.2 Pts,0.0 Reb,0.2 Ast
11,Jordan Madrid-Andrews,25,SR,F,6-8,240,"Denver, CO",, 0.3 Pts,0.4 Reb,0.0 Ast
12,Sullivan Kulju,22,,F,6-6,200,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,Tomas Verbinskis,21,,G,6-7,210,,, 0.0 Pts,1.0 Reb,0.0 Ast
14,Phoenix Ford,12,,F,6-8,210,,,,,
15,Jordan Gaitley,31,,G,6-4,190,,,,,
16,Bryce Schneider,3,,G,6-5,175,,,,,
