,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Johnathan Williams,3,SR,F,6-9,225,"Memphis, TN",Southwind, 13.5 Pts,8.3 Reb,1.6 Ast
1,Killian Tillie,33,SO,F,6-10,200,France,INSEP Academy, 13.4 Pts,6.0 Reb,1.7 Ast
2,Josh Perkins,13,JR,G,6-3,186,"Park Hill, CO",Huntington Prep HS, 12.4 Pts,3.1 Reb,5.4 Ast
3,Zach Norvell Jr.,23,FR,G,6-5,205,"Chicago, IL",, 12.1 Pts,3.6 Reb,2.4 Ast
4,Rui Hachimura,21,SO,F,6-8,225,Japan,Meisei HIgh School, 11.3 Pts,4.6 Reb,0.7 Ast
5,Silas Melson,0,SR,G,6-4,178,"Portland, OR",Jefferson HS, 9.5 Pts,3.0 Reb,2.4 Ast
6,Corey Kispert,24,FR,F,6-6,215,"Edmonds, WA",, 6.8 Pts,3.3 Reb,0.8 Ast
7,Jacob Larsen,14,FR,C,6-11,227,Denmark,, 3.1 Pts,2.8 Reb,0.5 Ast
8,Jeremy Jones,22,,F,6-5,205,"San Antonio, TX",East Central, 1.8 Pts,1.3 Reb,0.2 Ast
9,Jesse Wade,10,FR,G,6-1,175,"Kaysville, UT",, 1.4 Pts,0.4 Reb,0.2 Ast
10,Brian Pete,,,G,6-1,185,,, 0.6 Pts,0.7 Reb,0.1 Ast
11,Alex Martin,5,SO,G,6-6,185,"Overland Park, KS",, 1.0 Pts,0.3 Reb,0.0 Ast
12,Jack Beach,2,SO,G,6-2,160,"San Diego, CA",Torrey Pines HS, 0.1 Pts,0.3 Reb,0.1 Ast
13,Joel Ayayi,11,,G,6-5,169,,,,,
14,Brandon Clarke,15,,F,6-8,210,"Phoenix, AZ",Desert Vista HS,,,
