,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,D'Marcus Simonds,15,,G,6-3,180,"Gainesville, GA",Buford HIgh School, 21.1 Pts,5.8 Reb,4.5 Ast
1,Devin Mitchell,24,,G,6-4,182,"Suwanee, GA",Collins Hill, 12.2 Pts,2.5 Reb,1.9 Ast
2,Jeff Thomas,30,JR,F,6-5,210,"Norwalk, OH",Norwalk HS, 10.7 Pts,4.3 Reb,1.2 Ast
3,Malik Benlevi,2,JR,F,6-4,205,"Savannah, GA",Jenkins HS (GA), 9.6 Pts,6.5 Reb,1.7 Ast
4,Jordan Session,23,SR,F,6-7,205,"Mcdonough, GA",Eagle's Landing HS, 7.7 Pts,6.1 Reb,0.9 Ast
5,Isaiah Williams,11,SR,G,6-1,175,"Buford, GA",Buford HIgh School, 7.3 Pts,1.4 Reb,1.5 Ast
6,Kane Williams,12,FR,G,6-3,185,"Douglasville, GA",, 3.6 Pts,1.4 Reb,1.3 Ast
7,Jordan Tyson,50,JR,F,6-10,225,"Cincinnati, OH",Fishburne Academy (VA), 2.0 Pts,1.9 Reb,0.1 Ast
8,Josh Linder,20,FR,F,6-9,215,"Kathleen, GA",, 1.5 Pts,1.0 Reb,0.1 Ast
9,Matt Chism,35,FR,G,6-3,185,"Dawsonville, GA",, 0.5 Pts,0.2 Reb,0.1 Ast
10,Denis Alibegovic,10,FR,G,6-2,170,"Downers Grove, IL",, 0.3 Pts,0.0 Reb,0.1 Ast
11,Chris Clerkley,14,SO,F,6-9,210,"Perry, GA",Perry High School, 0.0 Pts,0.5 Reb,0.2 Ast
12,Nile Felton,0,SO,G,6-3,160,"Atlanta, GA",Union High School, 0.0 Pts,0.3 Reb,0.0 Ast
13,Damon Wilson,1,,G,6-5,195,"Powder Springs, GA",Our Savior New American HS,,,
