,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jaylen Barford,0,SR,G,6-3,202,"Jackson, TN",South Side High School, 18.0 Pts,4.0 Reb,2.6 Ast
1,Daryl Macon,4,SR,G,6-3,185,"Little Rock, AR",Parkview Arts and Science Magnet High School, 16.9 Pts,2.9 Reb,3.9 Ast
2,Daniel Gafford,10,FR,F,6-11,234,"El Dorado, AR",, 11.9 Pts,6.2 Reb,0.7 Ast
3,Anton Beard,31,SR,G,6-0,195,"North Little Rock, AR",North Little Rock HS, 9.6 Pts,2.6 Reb,3.1 Ast
4,C.J. Jones,23,SO,G,6-5,175,"Birmingham, AL",Central Park Christian High School, 6.4 Pts,1.4 Reb,0.4 Ast
5,Darious Hall,20,FR,F,6-6,210,"Little Rock, AR",, 5.1 Pts,3.1 Reb,0.5 Ast
6,Dustin Thomas,13,SR,F,6-7,225,"Texarkana, TX",Pleasant Grove, 5.0 Pts,4.1 Reb,1.0 Ast
7,Adrio Bailey,2,SO,F,6-6,204,"Campti, LA",Lakeview High School, 4.0 Pts,2.6 Reb,0.5 Ast
8,Trey Thompson,1,SR,F,6-9,270,"Madison, AR",Forrest City HS, 3.3 Pts,3.9 Reb,1.5 Ast
9,Arlando Cook,5,,F,6-8,215,"St. Louis, MO",College Preparatory High School at Madison, 1.7 Pts,1.7 Reb,0.4 Ast
10,Gabe Osabuohien,22,FR,F,6-8,219,Canada,, 1.2 Pts,1.5 Reb,0.4 Ast
11,Jonathan Holmes,15,SO,G,5-10,190,"Columbia, IL",Antonian College Preparatory High School, 1.4 Pts,0.3 Reb,0.1 Ast
12,Jt Plummer,,,G,6-1,185,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,Khalil Garland,3,,G,6-5,198,,,,,
14,Jalen Harris,11,,G,6-2,164,"Wilson, NC",Word of God Christian Academy,,,
