,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tony Carr,10,SO,G,6-5,204,"Philadelphia, PA",Roman Catholic, 19.9 Pts,4.8 Reb,4.7 Ast
1,Lamar Stevens,11,SO,F,6-8,226,"North Wales, PA",Roman Catholic, 14.9 Pts,6.2 Reb,1.7 Ast
2,Shep Garner,33,SR,G,6-2,196,"Chester, PA",Roman Catholic HS, 11.1 Pts,2.0 Reb,1.3 Ast
3,Mike Watkins,24,SO,F,6-9,254,"Philadelphia, PA",The Phelps School, 12.1 Pts,8.9 Reb,0.7 Ast
4,Josh Reaves,23,JR,G,6-4,210,"Fairfax, VA",Oak Hill Academy, 10.1 Pts,5.0 Reb,3.2 Ast
5,Nazeer Bostick,4,SO,G,6-4,203,"Philadelphia, PA",Roman Catholic, 4.6 Pts,2.3 Reb,0.7 Ast
6,Jamari Wheeler,5,FR,G,6-1,170,"Live Oak, FL",, 2.2 Pts,2.0 Reb,1.6 Ast
7,Julian Moore,44,SR,F,6-10,248,"Philadelphia, PA",Germantown Academy, 1.8 Pts,1.8 Reb,0.3 Ast
8,Satchel Pierce,3,JR,F,7-0,255,"Barberton, OH",Kiski (PA), 1.7 Pts,1.8 Reb,0.1 Ast
9,John Harrar,21,FR,F,6-9,243,"Wallingford, PA",, 1.0 Pts,0.9 Reb,0.0 Ast
10,Deividas Zemgulis,1,JR,F,6-6,220,Lithuania,St. Mary Ryken HS, 1.1 Pts,0.8 Reb,0.2 Ast
11,Trent Buttrick,35,FR,F,6-8,234,"Bloomsburg, PA",, 0.6 Pts,1.3 Reb,0.0 Ast
12,Grant Hazle,22,SO,F,6-5,192,"Kingwood, TX",Westbury Christian, 0.0 Pts,0.0 Reb,0.0 Ast
13,Taylor Nussbaum,20,FR,G,6-2,175,"South Salem, NY",, 0.0 Pts,0.0 Reb,0.0 Ast
