,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dimencio Vaughn,14,FR,G,6-5,210,"New York, NY",The Masters School, 15.8 Pts,6.7 Reb,1.0 Ast
1,Jordan Allen,2,FR,G,6-3,190,"Dover, DE",, 13.4 Pts,3.5 Reb,0.6 Ast
2,Frederick Scott,13,FR,F,6-7,235,"Munster, IN",Simeon HS, 12.7 Pts,6.6 Reb,0.7 Ast
3,Stevie Jordan,23,SO,G,5-10,170,"Bensalem, PA",Advanced Prep International, 12.7 Pts,3.8 Reb,5.9 Ast
4,Tyere Marshall,20,SO,C,6-8,220,"Philadelphia, PA",Putnam Science Academy, 10.1 Pts,6.6 Reb,1.0 Ast
5,Anthony Durham,12,JR,G,6-3,195,"Philadelphia, PA",Abington HS, 7.1 Pts,3.6 Reb,2.8 Ast
6,Kealen Washington-Ives,10,JR,G,5-9,165,"Providence, RI",Putnam Science Academy, 3.2 Pts,1.1 Reb,1.5 Ast
7,Tyrei Randall,5,FR,G,6-5,165,"Aurora, CO",, 3.1 Pts,1.1 Reb,0.2 Ast
8,Karamoko Cisse,15,JR,F,6-7,225,"Denver, CO",, 2.3 Pts,2.0 Reb,0.1 Ast
9,Devine Eke,11,SO,F,6-7,195,"Plainfield, NJ",Union Catholic Regional HS, 2.1 Pts,1.9 Reb,0.5 Ast
10,Paxton Wilson,44,FR,G,6-3,180,"Clearwater, FL",, 1.6 Pts,0.5 Reb,0.2 Ast
11,Joe Ajike,25,SR,G,6-4,200,"Cherry Hill, NJ",, 0.9 Pts,0.6 Reb,0.0 Ast
12,Noah Buono,3,,G,6-6,170,,,,,
13,Ahmad Gilbert,32,,G,6-6,205,"Philadelphia, PA",Constitution HS,,,
14,Ryan O'Leary,24,,G,6-5,180,,,,,
15,Kimar Williams,22,,G,6-1,175,"Philadelphia, PA",Constitution HS,,,
