,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Wesley Person,3,SR,G,6-3,180,"Brantley, AL",Brantley, 17.6 Pts,2.9 Reb,1.8 Ast
1,Jordon Varnado,23,JR,F,6-6,215,"Brownsville, TN",Haywood HIgh School, 18.0 Pts,7.0 Reb,1.7 Ast
2,Alex Hicks,30,JR,F,6-8,205,"Seale, AL",Glenwood Academy, 11.7 Pts,8.4 Reb,1.1 Ast
3,B.J. Miller,11,JR,G,6-0,180,"Meridian, MS",Meridian HS, 7.5 Pts,3.0 Reb,3.2 Ast
4,Kevin Baker,0,SR,G,6-2,180,"St. Louis, MO",College Preparatory High School at Madison, 6.8 Pts,2.6 Reb,3.2 Ast
5,Javan Johnson,1,FR,F,6-7,190,"Decatur, AL",, 5.8 Pts,3.0 Reb,0.6 Ast
6,Juan Davis Jr.,4,SR,F,6-8,225,"West Point, MS",West Point High School, 5.7 Pts,4.6 Reb,0.2 Ast
7,Darian Adams,2,FR,G,6-3,210,"Montgomery, AL",, 2.9 Pts,1.8 Reb,1.1 Ast
8,Shawn Hopkins,24,JR,G,6-5,185,Finland,Nokia HS (Finland), 3.2 Pts,1.5 Reb,0.6 Ast
9,Malik Burnett,5,FR,G,6-2,180,"Huntsville, AL",, 1.2 Pts,0.8 Reb,0.8 Ast
10,Whit Moreman,22,SO,F,6-8,205,"Lagrange, GA",LaGrange High School, 0.7 Pts,0.5 Reb,0.2 Ast
11,Jaro Moravek,14,SR,F,6-8,240,Slovakia,Levice, 0.0 Pts,0.0 Reb,0.0 Ast
12,Atakan Sahinkaya,15,,G,6-5,199,,,,,
