,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Roosevelt Smart,3,SO,G,6-3,185,"Chicago, IL",, 18.7 Pts,4.0 Reb,0.8 Ast
1,Ryan Woolridge,0,SO,G,6-3,170,"Mansfield, TX",Lake Ridge HS, 13.2 Pts,5.4 Reb,5.4 Ast
2,A.J. Lawson,1,SO,G,6-5,190,"Bryan, TX",Bryan High School, 10.0 Pts,5.5 Reb,2.3 Ast
3,Shane Temara,50,SR,F,6-9,225,"Syracuse, NY",West Genesee High Schol, 7.8 Pts,4.8 Reb,0.5 Ast
4,Zachary Simmons,24,FR,F,6-9,235,"Abilene, TX",, 5.8 Pts,4.1 Reb,0.4 Ast
5,DJ Draper,55,SO,G,5-10,170,"Bedford, TX",Birdville HS, 5.9 Pts,1.4 Reb,0.7 Ast
6,Jorden Duffy,2,JR,G,6-1,170,"Upper Marlboro, MD",, 6.3 Pts,2.6 Reb,0.9 Ast
7,Tope Arikawe,20,JR,F,6-8,220,Nigeria,, 4.0 Pts,3.5 Reb,0.1 Ast
8,Allante Holston,5,JR,G,6-7,185,"Capitol Heights, MD",West Oak Academy, 3.5 Pts,3.4 Reb,1.3 Ast
9,Michael Miller,23,JR,G,6-3,170,"Michigan City, IN",, 1.9 Pts,1.8 Reb,0.5 Ast
10,Umoja Gibson,4,FR,G,6-1,160,"Waco, TX",, 10.5 Pts,4.0 Reb,2.0 Ast
11,Khalil Fuller,22,SO,F,6-8,250,"Moreno Valley, CA",Rancho Verde HS, 0.9 Pts,0.9 Reb,0.1 Ast
12,Bryce Jackson,14,SR,F,6-6,200,"Keller, TX",Fossil Ridge, 0.3 Pts,1.0 Reb,0.0 Ast
13,Jahmiah Simmons,10,,F,6-4,215,,,,,
14,Mark Tikhonenko,13,,F,6-10,210,,,,,
