,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Byron Ashe,2,SR,G,6-0,170,"Washington, DC",Friendship Collegiate, 12.9 Pts,5.1 Reb,2.3 Ast
1,Isaiah Walton,1,JR,G,6-4,185,"Oberlin, OH",Elyria High School, 15.6 Pts,2.7 Reb,2.2 Ast
2,Charles Glover,12,SR,G,6-1,185,"Bowie, MD",Gonzaga HS, 9.1 Pts,3.4 Reb,1.9 Ast
3,Damarion Geter,24,SR,F,6-7,215,"Dayton, OH",Dunbar, 8.3 Pts,7.3 Reb,2.0 Ast
4,JaShaun Smith,21,SO,F,6-5,200,"Garner, NC",Legacy Charter School, 6.2 Pts,1.9 Reb,0.3 Ast
5,Spencer Franklin,13,JR,F,6-8,210,"Fort Worth, TX",, 5.9 Pts,3.7 Reb,0.5 Ast
6,Kamil Chapman,3,FR,G,6-1,185,"Charlotte, NC",, 5.1 Pts,1.4 Reb,0.4 Ast
7,Chris Shields,30,JR,F,6-8,205,"Hedgesville, WV",Hedgesville High School, 4.0 Pts,4.7 Reb,0.5 Ast
8,Jordan Cintron,20,FR,F,6-8,205,"Bronx, NY",, 2.4 Pts,2.3 Reb,0.5 Ast
9,Jahleem Montague,11,SO,F,6-8,230,"Atlantic City, NJ",, 3.0 Pts,2.6 Reb,0.6 Ast
10,Dominic Ezeani,0,SO,G,5-11,165,"Silver Spring, MD",Our Lady of Good Counsel High School, 0.5 Pts,0.2 Reb,0.2 Ast
11,Boaz Williams,23,JR,F,6-6,197,"Houston, TX",Victory Prep, 1.1 Pts,1.4 Reb,0.3 Ast
12,Pernell Adgei,15,,F,6-7,215,"Dumfries, VA",Pope John Paul The Great HS, 0.0 Pts,0.0 Reb,0.0 Ast
13,Keoni Wallington,10,,G,5-11,180,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Bryan Gee,5,,G,6-0,180,"Cleveland, OH",Cornerstone Christian Academy,,,
15,Juan Munoz,4,,G,5-11,165,"Raleigh, NC",,,,
16,Drew Romich,41,,F,6-10,250,,Pope HS,,,
