,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Matt Mooney,13,JR,G,6-3,200,"Chicago, IL",Notre Dame, 18.6 Pts,3.9 Reb,3.1 Ast
1,Tyler Hagedorn,25,JR,F,6-8,215,"Norfolk, NE",Norfolk HS, 13.2 Pts,5.8 Reb,1.1 Ast
2,Nick Fuller,34,SR,F,6-6,199,"Sun Prairie, WI",Sun Prairie HS, 8.7 Pts,4.0 Reb,0.5 Ast
3,Triston Simpson,3,SO,G,6-1,170,"Lincoln, NE",Lincoln North Star High School, 8.6 Pts,2.1 Reb,3.1 Ast
4,Trey Burch-Manning,12,JR,F,6-6,185,"Federal Way, WA",Todd Beamer High School, 8.5 Pts,6.7 Reb,1.4 Ast
5,Tyler Peterson,22,SO,G,6-4,180,"Lino Lakes, MN",Centennial High School, 7.9 Pts,3.3 Reb,1.9 Ast
6,Brandon Armstrong,20,SO,G,6-5,187,"San Antonio, TX",Judson High School, 5.4 Pts,1.7 Reb,0.7 Ast
7,Carlton Hurst,2,SR,G,6-3,190,"Denver, CO",Aurora Central, 6.3 Pts,4.4 Reb,0.8 Ast
8,Dan Jech,31,JR,F,6-9,210,"Rochester, MN",Mayo HS, 3.3 Pts,1.8 Reb,0.3 Ast
9,Austin Sparks,45,SR,F,6-8,215,"Denver, CO",Fairview HS, 1.6 Pts,1.1 Reb,0.1 Ast
10,Logan Power,33,JR,F,6-4,210,"Lincoln, NE",Lincoln Christian HS, 2.3 Pts,1.3 Reb,0.5 Ast
11,Joshua Doss,5,SR,G,6-4,175,"Chicago, IL",William Howard Taft High School, 1.5 Pts,1.6 Reb,0.2 Ast
12,Josh Williams,11,FR,G,6-1,200,"Houston, TX",, 1.4 Pts,0.2 Reb,0.2 Ast
13,Stanley Umude,0,FR,G,6-6,195,"San Antonio, TX",, 1.2 Pts,0.5 Reb,0.2 Ast
14,Jack Stensgard,1,FR,G,6-2,168,"Inver Grove Heights, MN",, 0.7 Pts,0.3 Reb,0.5 Ast
15,Brady Delimont,24,,G,6-4,185,"Ainsworth, NE",,,,
16,Walter Prevost,23,,F,6-8,215,,,,,
