,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Nijal Pearson,22,SO,G,6-5,200,"Beaumont, TX",Central High School, 15.2 Pts,6.0 Reb,2.4 Ast
1,Immanuel King,33,SR,F,6-8,220,"Rocky Mount, NC",Rocky Mount High School, 8.9 Pts,5.8 Reb,0.9 Ast
2,Tre'Larenz Nottingham,2,,G,6-2,185,,, 7.5 Pts,2.3 Reb,2.7 Ast
3,Alex Peacock,23,JR,F,6-7,215,"Bloomington, IL",, 7.1 Pts,5.0 Reb,1.8 Ast
4,Tyler Blount,10,SR,G,5-11,165,"Virginia Beach, VA",Green Run High School, 7.0 Pts,1.9 Reb,1.1 Ast
5,Eric Terry,45,SO,F,6-8,230,"Houston, TX",, 5.8 Pts,2.7 Reb,0.6 Ast
6,Nedeljko Prijovic,55,SO,F,6-8,210,Serbia,Lee Academy Prep, 4.1 Pts,3.4 Reb,0.8 Ast
7,Shelby Adams,4,FR,G,6-3,175,"Converse, TX",, 3.5 Pts,1.3 Reb,0.4 Ast
8,Isaiah Gurley,0,JR,G,6-3,195,"Brooklyn, NY",, 3.5 Pts,1.4 Reb,0.6 Ast
9,Marlin Davis,5,SO,G,6-2,165,"Houston, TX",Westbury Christian School, 4.6 Pts,2.1 Reb,3.5 Ast
10,Deris Duncan,3,SR,G,6-4,185,"Fishers, IN",Don Bosco Preparatory, 2.0 Pts,1.1 Reb,0.3 Ast
11,Reggie Miller,1,FR,G,6-0,150,"Houston, TX",, 1.8 Pts,0.9 Reb,0.9 Ast
12,Quentin Scott,14,FR,F,6-5,215,"Houma, LA",, 1.5 Pts,1.5 Reb,0.1 Ast
13,Jaylen Shead,35,,G,6-1,170,"Pflugerville, TX",John B. Connally High School,,,
14,Alonzo Sule,25,,F,6-7,200,,,,,
