,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jerome Robinson,1,JR,G,6-7,181,"Raleigh, NC",Needham Broughton HS, 20.9 Pts,3.7 Reb,3.4 Ast
1,Ky Bowman,0,SO,G,6-1,182,"Havelock, NC",Havelock High School, 17.5 Pts,6.8 Reb,4.8 Ast
2,Jordan Chatman,25,JR,G,6-5,190,"Vancouver, WA",Union HS, 13.1 Pts,3.0 Reb,1.6 Ast
3,Nik Popovic,21,SO,F,6-11,243,Bosnia and Herzegovina,Sagemont School, 9.9 Pts,6.2 Reb,1.2 Ast
4,Steffon Mitchell,41,FR,F,6-8,222,"Shakopee, MN",, 6.3 Pts,8.2 Reb,2.2 Ast
5,Deontae Hawkins,23,SR,F,6-8,219,"Dayton, OH",Dayton Dunbar, 12.4 Pts,9.1 Reb,1.0 Ast
6,Johncarlos Reyes,12,SO,F,6-10,216,"Lawrenceville, GA",Kingdom Christian Academy, 2.8 Pts,2.2 Reb,0.2 Ast
7,Vin Baker Jr.,11,FR,F,6-7,177,"Old Saybrook, CT",, 1.9 Pts,0.9 Reb,0.2 Ast
8,Lucas Kraljevic,13,FR,F,6-10,229,Slovenia,, 1.5 Pts,1.5 Reb,0.5 Ast
9,Avery Wilson,2,FR,G,6-3,220,"Forest Park, GA",, 1.5 Pts,0.2 Reb,0.1 Ast
10,Ervins Meznieks,10,JR,F,6-7,218,Latvia,Rigas Teikas, 1.1 Pts,0.9 Reb,0.3 Ast
11,Gordon Gehan,20,JR,G,6-5,220,"Dallas, TX",Episcopal School of Dallas, 1.0 Pts,0.2 Reb,0.0 Ast
12,Mac Bohuny,,,G,6-4,175,,, 0.0 Pts,0.0 Reb,0.5 Ast
13,Matt DiLuccio,22,SO,G,5-11,180,"Rockville Centre, NY",South Side High School, 0.0 Pts,0.0 Reb,0.0 Ast
14,Sam Holtz,,,F,5-10,150,,, 0.0 Pts,0.0 Reb,0.0 Ast
15,Will Jackowitz,,,F,6-8,205,,, 0.0 Pts,0.0 Reb,0.0 Ast
16,Mike Sagay,3,,F,6-7,208,"Bloomfield, CT",St. Thomas More Prep,,,
