,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Chris Cokley,3,SR,F,6-8,216,"Savannah, GA",Savannah HS, 16.9 Pts,8.7 Reb,1.5 Ast
1,Zack Bryant,1,FR,G,6-2,185,"Hastings, FL",, 13.6 Pts,3.2 Reb,3.1 Ast
2,William Lee,34,SR,F,6-9,210,"Plantersville, AL",Dallas County HS, 10.4 Pts,6.8 Reb,1.1 Ast
3,Nate Darling,13,SO,G,6-4,185,Canada,DeMatha Catholic High School, 10.0 Pts,3.0 Reb,2.8 Ast
4,Jalen Perry,21,JR,G,6-3,190,"Louisville, KY",, 7.5 Pts,3.5 Reb,1.8 Ast
5,Nick Norton,2,JR,G,5-10,175,"Bloomington, IL",Central Catholic HS, 7.6 Pts,2.8 Reb,4.8 Ast
6,Lewis Sullivan,23,JR,F,6-7,195,"Hazel Green, AL",Hazel Green HS, 7.2 Pts,4.4 Reb,0.8 Ast
7,Makhtar Gueye,11,FR,F,6-10,215,Senegal,, 2.2 Pts,1.6 Reb,0.2 Ast
8,Deion Lavender,5,JR,G,6-2,190,"Alton, IL",Marquette, 2.8 Pts,1.9 Reb,1.4 Ast
9,Thomas Smallwood,33,JR,F,7-0,217,France,Saint John Perse, 1.2 Pts,1.3 Reb,0.3 Ast
10,Hunter Reynolds,12,FR,G,6-0,175,"Knoxville, TN",, 0.7 Pts,0.3 Reb,0.2 Ast
11,Anderson McCoy,4,JR,G,5-11,170,"Indianapolis, IN",, 0.0 Pts,0.0 Reb,0.5 Ast
12,Luis Hurtado,10,,G,6-6,200,,,,,
