,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Malcolm Drumwright,21,SR,G,6-3,165,"Rancho Cucamonga, CA",Rancho Cucamonga HS, 12.5 Pts,2.4 Reb,3.6 Ast
1,Jason Burnell,14,JR,F,6-7,220,"Deland, FL",, 10.9 Pts,5.9 Reb,1.7 Ast
2,Marlon Hunter,23,JR,G,6-2,195,"Memphis, TN",Houston HS, 10.6 Pts,3.5 Reb,1.1 Ast
3,Jamall Gregory,0,JR,G,6-4,180,"Washington, DC",Coolidge HS, 8.8 Pts,3.5 Reb,3.2 Ast
4,Norbertas Giga,12,SR,F,6-10,245,Lithuania,Saint Benedict's Preparatory School, 8.3 Pts,6.2 Reb,1.7 Ast
5,Christian Cunningham,31,JR,F,6-6,200,"Albuquerque, NM",Cibola High School, 7.7 Pts,7.0 Reb,0.5 Ast
6,Ashton Spears,34,SO,G,6-2,175,"Independence, LA",Believe Prep, 3.9 Pts,1.9 Reb,1.0 Ast
7,Cam Martin,30,FR,F,6-9,230,"Yukon, OK",, 4.1 Pts,2.6 Reb,0.7 Ast
8,Maurice Dunlap,1,JR,G,6-2,170,"Greenwood, MS",Amanda Elzy, 2.9 Pts,1.0 Reb,1.0 Ast
9,Tyrik Edwards,3,SO,G,5-10,165,"Hopkinsville, KY",Christian County High School, 2.0 Pts,1.5 Reb,1.0 Ast
10,Jacara Cross,11,SO,F,6-8,250,"Lithonia, GA",Lithonia High School, 1.9 Pts,1.4 Reb,0.4 Ast
11,Mohamed Abuarisha,2,SO,G,6-7,200,Israel,ELEVI8 Sports Institute, 0.8 Pts,0.5 Reb,0.2 Ast
12,Des Curry,5,SR,G,6-0,180,"Jacksonville, AL",Jacksonville HS, 0.5 Pts,0.0 Reb,0.1 Ast
13,Deon Wright,4,,G,6-0,165,,, 0.8 Pts,0.0 Reb,0.0 Ast
14,Ty Hudson,44,,G,6-1,200,"Mableton, GA",Pebblebrook HS,,,
15,Detrick Mostella,13,,G,6-1,175,"Decatur, AL",La Lumiere (IN),,,
