,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,B.J. Johnson,20,SR,G,6-7,185,"Philadelphia, PA",Lower Merion, 20.8 Pts,8.3 Reb,0.7 Ast
1,Pookie Powell,0,JR,G,6-1,170,"Orlando, FL",Dr. Phillips, 16.9 Pts,4.2 Reb,4.3 Ast
2,Amar Stukes,2,SR,G,6-2,180,"Philadelphia, PA",La Salle College HS, 8.5 Pts,2.5 Reb,3.1 Ast
3,Isiah Deas,10,SO,G,6-6,170,"Brooklyn, NY",Coastal Academy, 9.5 Pts,4.4 Reb,1.4 Ast
4,Tony Washington,5,SR,C,6-10,210,"Detroit, MI",The Miller School (VA), 7.7 Pts,6.3 Reb,0.6 Ast
5,Saul Phiri,13,SO,G,6-4,210,"Haverhill, MA",Putnam Science Academy, 6.2 Pts,4.8 Reb,1.5 Ast
6,Miles Brookins,4,FR,C,6-10,207,"Cypress, CA",, 3.8 Pts,1.9 Reb,0.3 Ast
7,Jamir Moultrie,3,FR,G,6-1,170,"Washington, DC",, 5.2 Pts,0.7 Reb,0.3 Ast
8,Johnnie Shuler,1,SR,G,5-11,170,"Washington, DC",Theodore Roosevelt HS, 1.9 Pts,1.2 Reb,1.3 Ast
9,Dajour Joseph,23,FR,G,6-6,207,"Fort Lauderdale, FL",, 1.1 Pts,0.1 Reb,0.1 Ast
10,Chris Kuhar,,FR,G,6-1,175,"Philadelphia, PA",, 0.4 Pts,0.7 Reb,0.1 Ast
11,Cian Sullivan,31,FR,C,7-2,215,Ireland,, 0.1 Pts,1.1 Reb,0.0 Ast
12,Kyle Cooney,,FR,G,5-10,160,"Sewell, NJ",, 0.0 Pts,0.2 Reb,0.2 Ast
13,Traci Carter,25,,G,6-1,175,"Philadelphia, PA",Life Center Academy,,,
